C000705,Kent,,Conrad,ND,111,2009
C001088,Christopher,A.,Coons,DE,111,2009
C001071,Bob,,Corker,TN,111,2009
C001056,John,,Cornyn,TX,111,2009
C000880,Michael,D.,Crapo,ID,111,2009
D000595,Jim,,DeMint,SC,111,2009
D000388,Christopher,J.,Dodd,CT,111,2009
D000432,Byron,L.,Dorgan,ND,111,2009
D000563,Richard,J.,Durbin,IL,111,2009
E000194,John,,Ensign,NV,111,2009
E000285,Michael,B.,Enzi,WY,111,2009
F000061,Russ,,Feingold,WI,111,2009
F000062,Dianne,,Feinstein,CA,111,2009
F000457,Al,,Franken,MN,111,2009
G000555,Kirsten,E.,Gillibrand,NY,111,2009
G000561,Carte,P.,Goodwin,WV,111,2009
G000359,Lindsey,,Graham,SC,111,2009
G000386,Charles,E.,Grassley,IA,111,2009
G000445,Judd,,Gregg,NH,111,2009
H001049,Kay,,Hagan,NC,111,2009
H000206,Tom,,Harkin,IA,111,2009
H000338,Orrin,G.,Hatch,UT,111,2009
H001016,Kay,Bailey,Hutchison,TX,111,2009
I000024,James,M.,Inhofe,OK,111,2009
I000025,Daniel,K.,Inouye,HI,111,2009
I000055,Johnny,,Isakson,GA,111,2009
J000291,Mike,,Johanns,NE,111,2009
J000177,Tim,,Johnson,SD,111,2009
K000373,Edward,E.,Kaufman,DE,111,2009
K000105,Edward,M.,Kennedy,MA,111,2009
K000148,John,,Kerry,MA,111,2009
K000374,Paul,G.,Kirk,MA,111,2009
K000360,Mark,Steven,Kirk,IL,111,2009
K000367,Amy,,Klobuchar,MN,111,2009
K000305,Herb,,Kohl,WI,111,2009
K000352,Jon,,Kyl,AZ,111,2009
L000550,Mary,L.,Landrieu,LA,111,2009
L000123,Frank,R.,Lautenberg,NJ,111,2009
L000174,Patrick,J.,Leahy,VT,111,2009
L000572,George,S.,LeMieux,FL,111,2009
L000261,Carl,,Levin,MI,111,2009
L000304,Joseph,I.,Lieberman,CT,111,2009
L000035,Blanche,,Lincoln,AR,111,2009
L000504,Richard,G.,Lugar,IN,111,2009
M001183,Joe,,Manchin,WV,111,2009
M001162,Mel,,Martinez,FL,111,2009
M000303,John,,McCain,AZ,111,2009
M001170,Claire,,McCaskill,MO,111,2009
M000355,Mitch,,McConnell,KY,111,2009
M000639,Robert,,Menendez,NJ,111,2009
M001176,Jeff,,Merkley,OR,111,2009
M000702,Barbara,A.,Mikulski,MD,111,2009
M001153,Lisa,,Murkowski,AK,111,2009
M001111,Patty,,Murray,WA,111,2009
N000180,Ben,,Nelson,NE,111,2009
N000032,Bill,,Nelson,FL,111,2009
P000590,Mark,,Pryor,AR,111,2009
R000122,Jack,,Reed,RI,111,2009
R000146,Harry,,Reid,NV,111,2009
R000584,Jim,,Risch,ID,111,2009
R000307,Pat,,Roberts,KS,111,2009
R000361,John,D.,Rockefeller,WV,111,2009
S001163,Ken,,Salazar,CO,111,2009
S000033,Bernard,,Sanders,VT,111,2009
S000148,Charles,E.,Schumer,NY,111,2009
S001141,Jeff,,Sessions,AL,111,2009
S001181,Jeanne,,Shaheen,NH,111,2009
S000320,Richard,C.,Shelby,AL,111,2009
S000663,Olympia,J.,Snowe,ME,111,2009
S000709,Arlen,,Specter,PA,111,2009
S000709,Arlen,,Specter,PA,111,2009
S000770,Debbie,,Stabenow,MI,111,2009
T000464,Jon,,Tester,MT,111,2009
T000250,John,,Thune,SD,111,2009
U000038,Mark,,Udall,CO,111,2009
U000039,Tom,,Udall,NM,111,2009
V000127,David,,Vitter,LA,111,2009
V000126,George,V.,Voinovich,OH,111,2009
W000805,Mark,,Warner,VA,111,2009
W000803,Jim,,Webb,VA,111,2009
W000802,Sheldon,,Whitehouse,RI,111,2009
W000437,Roger,,Wicker,MS,111,2009
W000779,Ron,,Wyden,OR,111,2009
A000069,Daniel,K.,Akaka,HI,112,2011
A000360,Lamar,,Alexander,TN,112,2011
A000368,Kelly,,Ayotte,NH,112,2011
B001261,John,,Barrasso,WY,112,2011
B000243,Max,,Baucus,MT,112,2011
B001265,Mark,,Begich,AK,112,2011
B001267,Michael,,Bennet,CO,112,2011
B000468,Jeff,,Bingaman,NM,112,2011
B001277,Richard,,Blumenthal,CT,112,2011
B000575,Roy,,Blunt,MO,112,2011
B001236,John,,Boozman,AR,112,2011
B000711,Barbara,,Boxer,CA,112,2011
B001268,Scott,,Brown,MA,112,2011
B000944,Sherrod,,Brown,OH,112,2011
B001135,Richard,M.,Burr,NC,112,2011
C000127,Maria,,Cantwell,WA,112,2011
C000141,Benjamin,L.,Cardin,MD,112,2011
C000174,Thomas,R.,Carper,DE,112,2011
C001070,Bob,,Casey,PA,112,2011
C000286,Saxby,,Chambliss,GA,112,2011
C000542,Daniel,,Coats,IN,112,2011
C000560,Tom,,Coburn,OK,112,2011
C000567,Thad,,Cochran,MS,112,2011
C001035,Susan,,Collins,ME,112,2011
C000705,Kent,,Conrad,ND,112,2011
C001088,Christopher,A.,Coons,DE,112,2011
C001071,Bob,,Corker,TN,112,2011
C001056,John,,Cornyn,TX,112,2011
C000880,Michael,D.,Crapo,ID,112,2011
D000595,Jim,,DeMint,SC,112,2011
D000563,Richard,J.,Durbin,IL,112,2011
E000194,John,,Ensign,NV,112,2011
E000285,Michael,B.,Enzi,WY,112,2011
F000062,Dianne,,Feinstein,CA,112,2011
F000457,Al,,Franken,MN,112,2011
G000555,Kirsten,E.,Gillibrand,NY,112,2011
G000359,Lindsey,,Graham,SC,112,2011
G000386,Charles,E.,Grassley,IA,112,2011
H001049,Kay,,Hagan,NC,112,2011
H000206,Tom,,Harkin,IA,112,2011
H000338,Orrin,G.,Hatch,UT,112,2011
H001041,Dean,,Heller,NV,112,2011
H001061,John,,Hoeven,ND,112,2011
H001016,Kay,Bailey,Hutchison,TX,112,2011
I000024,James,M.,Inhofe,OK,112,2011
I000025,Daniel,K.,Inouye,HI,112,2011
I000055,Johnny,,Isakson,GA,112,2011
J000291,Mike,,Johanns,NE,112,2011
J000177,Tim,,Johnson,SD,112,2011
J000293,Ron,,Johnson,WI,112,2011
K000148,John,,Kerry,MA,112,2011
K000360,Mark,Steven,Kirk,IL,112,2011
K000367,Amy,,Klobuchar,MN,112,2011
K000305,Herb,,Kohl,WI,112,2011
K000352,Jon,,Kyl,AZ,112,2011
L000550,Mary,L.,Landrieu,LA,112,2011
L000123,Frank,R.,Lautenberg,NJ,112,2011
L000174,Patrick,J.,Leahy,VT,112,2011
L000577,Mike,,Lee,UT,112,2011
L000261,Carl,,Levin,MI,112,2011
L000304,Joseph,I.,Lieberman,CT,112,2011
L000504,Richard,G.,Lugar,IN,112,2011
M001183,Joe,,Manchin,WV,112,2011
M000303,John,,McCain,AZ,112,2011
M001170,Claire,,McCaskill,MO,112,2011
M000355,Mitch,,McConnell,KY,112,2011
M000639,Robert,,Menendez,NJ,112,2011
M001176,Jeff,,Merkley,OR,112,2011
M000702,Barbara,A.,Mikulski,MD,112,2011
M000934,Jerry,,Moran,KS,112,2011
M001153,Lisa,,Murkowski,AK,112,2011
M001111,Patty,,Murray,WA,112,2011
N000032,Bill,,Nelson,FL,112,2011
N000180,Ben,,Nelson,NE,112,2011
P000603,Rand,,Paul,KY,112,2011
P000449,Rob,,Portman,OH,112,2011
P000590,Mark,,Pryor,AR,112,2011
R000122,Jack,,Reed,RI,112,2011
R000146,Harry,,Reid,NV,112,2011
R000584,Jim,,Risch,ID,112,2011
R000307,Pat,,Roberts,KS,112,2011
R000361,John,D.,Rockefeller,WV,112,2011
R000595,Marco,,Rubio,FL,112,2011
S000033,Bernard,,Sanders,VT,112,2011
S001194,Brian,,Schatz,HI,112,2011
S000148,Charles,E.,Schumer,NY,112,2011
S001141,Jeff,,Sessions,AL,112,2011
