Cycle,RecipID,TotalGiftAmt,TotalGiftAvg,TotalGiftCount,TotalGiftAvg,DonorCount,MultiCycleDonorCount,RepeatDonorCount,MaleDonorCount,FemaleDonorCount,CycleCands,FECCandID,CID,FirstLastP,Party,DistIDRunFor,DistIDCurr,CurrCand,CycleCand,CRPICO,RecipCodeCands,NoPacs,curr_cand,incumbent,challenger,open_office,nopacs,republican,democrat,other_party,cand_party,cand_status,run_for_state,run_for_district,presidential_year,label
2012,N00029070,1791340,1438.8273092369477,1751,1.406425702811245,1245,877,904,827,330,2012,H8CT04172,N00029070,Jim Himes (D),D,CT04,CT04,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,CT,04,1,1
2012,N00029077,832821,1413.9575551782682,927,1.5738539898132429,589,368,402,433,129,2012,H8KS02090,N00029077,Lynn Jenkins (R),R,KS02,KS02,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,KS,02,1,1
2012,N00029079,750,250.0,3,1.0,3,3,3,2,1,2012,H8MN01220,N00029079,Randy Demmer (3),3,MN01,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,MN,01,1,0
2012,N00029112,243449,1142.9530516431926,308,1.4460093896713615,213,26,97,115,66,2012,H8CA37137,N00029112,Laura Richardson (D),D,CA44,CA37,Y,Y,I,DL, ,1,1,0,0,0,0,1,0,Democrat,Lose,CA,44,1,0
2012,N00029127,1419619,2844.927855711423,966,1.9358717434869739,499,268,387,315,138,2012,H8CO02137,N00029127,Jared Polis (D),D,CO02,CO02,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,CO,02,1,1
2012,N00029131,7103056,815.0379804934022,12698,1.4570281124497992,8715,1089,2821,6204,2446,2012,H8FL22038,N00029131,Allen West (R),R,FL18,FL22,Y,Y,I,RL, ,1,1,0,0,0,1,0,0,Republican,Lose,FL,18,1,0
2012,N00029139,2372782,1402.353427895981,3522,2.0815602836879434,1692,1225,1335,1183,403,2012,H8IL14067,N00029139,Bill Foster (D),D,IL11,    ,Y,Y,C,DW, ,1,0,1,0,0,0,1,0,Democrat,Win,IL,11,1,1
2012,N00029147,885264,870.4660766961651,1456,1.431661750245821,1017,691,723,743,176,2012,H8MD01094,N00029147,Andy Harris (R),R,MD01,MD01,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MD,01,1,1
2012,N00029168,1588104,1229.1826625386998,1596,1.2352941176470589,1292,208,356,890,289,2012,H8PR00062,N00029168,Pedro Pierluisi (D),D,PR00,PR00,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,PR,00,1,1
2012,N00029170,79762,805.6767676767677,187,1.8888888888888888,99,0,44,63,23,2012,H8TX10060,N00029170,Dan Grant (D),D,TX10,    , ,Y,C,DN, ,0,0,1,0,0,0,1,0,Democrat,NonIncumbent,TX,10,1,0
2012,N00029219,4912,545.7777777777778,16,1.7777777777777777,9,7,8,3,5,2012,H8CA44091,N00029219,Bill Hedrick (D),D,CA41,    , ,Y,O,DN, ,0,0,0,1,0,0,1,0,Democrat,NonIncumbent,CA,41,1,0
2012,N00029258,288392,1135.4015748031495,379,1.4921259842519685,254,142,154,191,53,2012,H8CA52052,N00029258,Duncan D Hunter (R),R,CA50,CA52,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,CA,50,1,1
2012,N00029260,1211069,1000.0569777043765,2364,1.9521056977704376,1211,799,938,566,589,2012,H8AZ01104,N00029260,Ann Kirkpatrick (D),D,AZ01,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,AZ,01,1,1
2012,N00029273,1828413,1136.366065879428,2206,1.3710379117464264,1609,628,752,1088,457,2012,H8IL18043,N00029273,Aaron Schock (R),R,IL18,IL18,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,IL,18,1,1
2012,N00029277,1045470,1032.0533070088845,1585,1.564659427443238,1013,767,804,613,242,2012,H8MI09068,N00029277,Gary Peters (D),D,MI14,MI09,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,MI,14,1,1
2012,N00029285,672596,1293.4538461538461,735,1.4134615384615385,520,264,288,389,81,2012,H8TX22107,N00029285,Pete Olson (R),R,TX22,TX22,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,TX,22,1,1
2012,N00029309,90350,828.8990825688073,128,1.1743119266055047,109,11,20,77,21,2012,S8NE00109,N00029309,Pat Flynn (R),R,NES1,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,NE,S1,1,0
2012,N00029377,159720,1200.9022556390978,225,1.6917293233082706,133,83,103,88,36,2012,H8IL11113,N00029377,Deborah Halvorson (D),D,IL02,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,IL,02,1,0
2012,N00029391,1672161,1323.959619952494,2014,1.5946159936658748,1263,828,866,985,235,2012,H8MN03077,N00029391,Erik Paulsen (R),R,MN03,MN03,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MN,03,1,1
2012,N00029397,10000,833.3333333333334,14,1.1666666666666667,12,0,1,12,0,2012,H8NC11061,N00029397,Spence Campbell (R),R,NC11,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,NC,11,1,0
2012,N00029400,880607,897.6625891946993,1691,1.7237512742099899,981,430,615,504,422,2012,H8NM01257,N00029400,Michelle Lujan Grisham (D),D,NM01,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,NM,01,1,1
2012,N00029412,312062,1003.4147909967845,409,1.315112540192926,311,125,144,227,73,2012,H8OH07065,N00029412,Steve Austria (R),R,OH10,OH07, ,Y,I,RI, ,0,1,0,0,0,1,0,0,Republican,Incumbent,OH,10,1,0
2012,N00029446,544743,949.0296167247387,918,1.5993031358885017,574,0,200,370,161,2012,H2NM01110,N00029446,Marty Chavez (D),D,NM01,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,NM,01,1,0
2012,N00029448,5485,1371.25,6,1.5,4,0,1,3,1,2012,S8VA00230,N00029448,Julien Modica (D),D,VAS1,    , ,Y,O,DN, ,0,0,0,1,0,0,1,0,Democrat,NonIncumbent,VA,S1,1,0
2012,N00029459,316235,997.5867507886435,456,1.4384858044164037,317,238,246,245,64,2012,H8VA01147,N00029459,Rob Wittman (R),R,VA01,VA01,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,VA,01,1,1
2012,N00029460,418918,1034.3654320987655,713,1.7604938271604937,405,296,313,263,138,2012,H0HI01157,N00029460,Charles Djou (R),R,HI01,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,HI,01,1,0
2012,N00029470,-1152,-1152.0,1,1.0,1,0,0,1,0,2012,S2CA00690,N00029470,Robert Lauten (R),R,CAS2,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,CA,S2,1,0
2012,N00029473,20900,696.6666666666666,39,1.3,30,11,15,23,5,2012,H8CA53019,N00029473,Michael Crimmins (R),R,CA51,    ,Y,Y,O,RL, ,1,0,0,1,0,1,0,0,Republican,Lose,CA,51,1,0
2012,N00029513,638377,964.3157099697885,983,1.4848942598187311,662,276,367,331,106,2012,H8IN07184,N00029513,Andre Carson (D),D,IN07,IN07,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,IN,07,1,1
2012,N00029562,450284,1220.2818428184282,636,1.7235772357723578,369,242,282,233,115,2012,H8NM03196,N00029562,Ben R Lujan (D),D,NM03,NM03,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,NM,03,1,1
2012,N00029566,41000,872.3404255319149,50,1.0638297872340425,47,35,35,38,9,2012,H8NY22102,N00029566,George K Phillips (R),R,NY22,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,NY,22,1,0
2012,N00029574,1217892,1318.064935064935,1338,1.448051948051948,924,611,636,730,190,2012,H8OH15076,N00029574,Steve Stivers (R),R,OH15,OH15,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,OH,15,1,1
2012,N00029627,10061,773.9230769230769,14,1.0769230769230769,13,0,1,11,2,2012,H2MD06245,N00029627,Peter James (R),R,MD06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,MD,06,1,0
2012,N00029632,460950,1035.8426966292134,538,1.208988764044944,445,242,256,335,64,2012,H8MS03067,N00029632,Gregg Harper (R),R,MS03,MS03,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MS,03,1,1
2012,N00029637,250,250.0,1,1.0,1,0,0,0,1,2012,H8TX18139,N00029637,John M Faulk (R),R,TX14,    , ,Y,O,RN, ,0,0,0,1,0,1,0,0,Republican,NonIncumbent,TX,14,1,0
2012,N00029649,496483,1231.967741935484,565,1.401985111662531,403,249,275,176,192,2012,H8CA12171,N00029649,Jackie Speier (D),D,CA14,CA12,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,CA,14,1,1
2012,N00029662,646443,1051.1268292682928,898,1.4601626016260163,615,285,373,392,177,2012,H8FL15107,N00029662,Bill Posey (R),R,FL08,FL15,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,FL,08,1,1
2012,N00029675,381523,833.0196506550218,549,1.1986899563318778,458,287,301,339,90,2012,H8KY02031,N00029675,Brett Guthrie (R),R,KY02,KY02,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,KY,02,1,1
2012,N00029679,1251026,1979.4715189873418,1004,1.5886075949367089,632,402,432,492,126,2012,H8LA04225,N00029679,John Fleming (R),R,LA04,LA04,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,LA,04,1,1
2012,N00029719,1011,337.0,3,1.0,3,0,0,3,0,2012,H8OH03098,N00029719,David Esrati (D),D,OH10,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,OH,10,1,0
2012,N00029721,432806,869.0883534136547,656,1.3172690763052208,498,1,122,289,188,2012,H8OH07099,N00029721,Sharen Neuhardt (D),D,OH10,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,OH,10,1,0
2012,N00029736,691195,1227.6998223801065,850,1.5097690941385435,563,388,412,469,78,2012,H8PA05071,N00029736,Glenn Thompson (R),R,PA05,PA05,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,PA,05,1,1
2012,N00029747,7500,7500.0,3,3.0,1,0,1,1,0,2012,H8TX03065,N00029747,Harry Pierce (R),R,TX03,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,TX,03,1,0
2012,N00029788,250380,840.2013422818792,391,1.3120805369127517,298,139,155,238,55,2012,H8WY00148,N00029788,Cynthia Marie Lummis (R),R,WY01,WY01,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,WY,01,1,1
2012,N00029834,51916,1128.608695652174,49,1.065217391304348,46,10,13,27,18,2012,S8VA00263,N00029834,Bob Marshall (R),R,VAS1,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,VA,S1,1,0
2012,N00029835,4093809,1215.140694568121,6037,1.7919263876521223,3369,1381,1931,2055,1121,2012,S2NM00088,N00029835,Martin Heinrich (D),D,NMS1,NM01,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,NM,S1,1,1
2012,N00029844,1487,743.5,3,1.5,2,1,2,2,0,2012,H8CA25058,N00029844,Jackie Conaway (D),D,CA08,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,CA,08,1,0
2012,N00029891,857112,1049.0966952264382,1281,1.5679314565483475,817,517,574,522,230,2012,H8VA11062,N00029891,Gerry Connolly (D),D,VA11,VA11,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,VA,11,1,1
2012,N00029905,82676,870.2736842105263,115,1.2105263157894737,95,20,31,72,20,2012,H0MI06103,N00029905,Jack Hoogendyk (R),R,MI06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,MI,06,1,0
2012,N00029908,973449,1404.6883116883116,1107,1.5974025974025974,693,443,510,492,140,2012,H2FL26057,N00029908,Joe Garcia (D),D,FL26,    ,Y,Y,C,DW, ,1,0,1,0,0,0,1,0,Democrat,Win,FL,26,1,1
2012,N00029917,176280,7664.347826086957,23,1.0,23,8,8,12,6,2012,H8AL05109,N00029917,Parker Griffith (R),R,AL05,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,AL,05,1,0
2012,N00029941,6900,985.7142857142857,8,1.1428571428571428,7,0,1,4,2,2012,S2CA00740,N00029941,Greg Conlon (R),R,CAS2,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,CA,S2,1,0
2012,N00030026,330741,1181.2178571428572,353,1.2607142857142857,280,178,186,207,60,2012,H8MO09153,N00030026,Blaine Luetkemeyer (R),R,MO03,MO09,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MO,03,1,1
2012,N00030061,30043,1112.7037037037037,35,1.2962962962962963,27,0,2,21,3,2012,H8NY26087,N00030061,David C Bellavia (R),R,NY27,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NY,27,1,0
2012,N00030062,-57829,-28914.5,5,2.5,2,1,2,1,0,2012,H8OH02090,N00030062,David Krikorian (D),D,OH02,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,OH,02,1,0
2012,N00030071,773686,1241.8715890850722,1346,2.160513643659711,623,418,512,445,147,2012,H8OR05107,N00030071,Kurt Schrader (D),D,OR05,OR05,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,OR,05,1,1
2012,N00030081,11238,2809.5,10,2.5,4,1,1,2,2,2012,H8SC01082,N00030081,Katherine Jenerette (R),R,SC07,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,SC,07,1,0
2012,N00030184,300011,862.1005747126437,439,1.2614942528735633,348,183,189,270,54,2012,H8LA02054,N00030184,Cedric Richmond (D),D,LA02,LA02,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,LA,02,1,1
2012,N00030191,555520,1064.2145593869732,751,1.4386973180076628,522,326,359,305,182,2012,H8NV03036,N00030191,Dina Titus (D),D,NV01,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,NV,01,1,1
2012,N00030196,298952,754.929292929293,570,1.4393939393939394,396,258,276,274,85,2012,H8NY21203,N00030196,Paul Tonko (D),D,NY20,NY21,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,NY,20,1,1
2012,N00030197,413683,929.6247191011236,587,1.3191011235955057,445,194,209,342,81,2012,H8NY24066,N00030197,Richard Hanna (R),R,NY22,NY24,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,NY,22,1,1
2012,N00030205,128,128.0,2,2.0,1,1,1,1,0,2012,H8TN05252,N00030205,John P Miglietta (I),I,TN05,    ,Y,Y, ,3L, ,1,0,0,0,0,0,0,1,Other,Lose,TN,05,1,0
2012,N00030237,250,250.0,1,1.0,1,0,0,0,1,2012,H8FL01099,N00030237,Jim Bryan (D),D,FL01,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,FL,01,1,0
2012,N00030245,996668,1286.0232258064516,1021,1.3174193548387096,775,461,486,580,126,2012,H8LA00017,N00030245,Bill Cassidy (R),R,LA06,LA06,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,LA,06,1,1
2012,N00030251,8661,8661.0,24,24.0,1,1,1,1,0,2012,H8MA04047,N00030251,Herb Robinson (D),D,MA04,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,MA,04,1,0
2012,N00030374,6100,1016.6666666666666,6,1.0,6,2,2,4,1,2012,H8WA05144,N00030374,Randall Yearout (R),R,WA05,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,WA,05,1,0
2012,N00030414,500,500.0,1,1.0,1,0,0,1,0,2012,H8MN06070,N00030414,Aubrey Immelman (R),R,MN06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,MN,06,1,0
2012,N00030418,52500,648.1481481481482,98,1.2098765432098766,81,41,42,56,19,2012,H8MP00041,N00030418,Gregorio Sablan (D),D,MP00,MP00,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,MP,00,1,1
2012,N00030490,127253,710.9106145251396,212,1.1843575418994414,179,74,82,108,58,2012,H8OH11141,N00030490,Marcia L Fudge (D),D,OH11,OH11,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,OH,11,1,1
2012,N00030514,750,375.0,3,1.5,2,0,1,2,0,2012,H8SC03062,N00030514,Brian Doyle (D),D,SC03,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,SC,03,1,0
2012,N00030562,1000,1000.0,2,2.0,1,0,1,1,0,2012,H2LA02099,N00030562,Josue Larose (R),R,LA02,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,LA,02,1,0
2012,N00030569,377499,511.5162601626016,987,1.3373983739837398,738,204,281,472,228,2012,S2TX00262,N00030569,Elizabeth Ames Jones (R),R,TXS2,    , ,Y,O,RN, ,0,0,0,1,0,1,0,0,Republican,NonIncumbent,TX,S2,1,0
2012,N00030581,337099,1212.586330935252,393,1.4136690647482015,278,189,197,221,40,2012,H0IL05096,N00030581,Mike Quigley (D),D,IL05,IL05,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,IL,05,1,1
2012,N00030600,982507,1100.2318029115343,1162,1.3012318029115342,893,405,459,391,256,2012,H0CA32101,N00030600,Judy Chu (D),D,CA27,CA32,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,CA,27,1,1
2012,N00030602,3196327,2063.477727566172,3237,2.089735313105229,1549,843,1141,1187,332,2012,H2TX33040,N00030602,Roger Williams (R),R,TX25,    ,Y,Y,O,RW, ,1,0,0,1,0,1,0,0,Republican,Win,TX,25,1,1
2012,N00030606,589350,1376.9859813084113,672,1.5700934579439252,428,105,168,307,103,2012,H2TX33032,N00030606,Michael Williams (R),R,TX25,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,TX,25,1,0
2012,N00030614,44088,14696.0,13,4.333333333333333,3,0,1,3,0,2012,S0NY00402,N00030614,Scott Noren (D),D,NYS1,    , ,Y,C,DN, ,0,0,1,0,0,0,1,0,Democrat,NonIncumbent,NY,S1,1,0
2012,N00030621,8850,804.5454545454545,12,1.0909090909090908,11,6,6,5,5,2012,H0AL01030,N00030621,Peter Gounares (R),R,AL01,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,AL,01,1,0
2012,N00030622,455196,970.5671641791045,606,1.2921108742004264,469,289,311,265,159,2012,H0AL07086,N00030622,Terri A Sewell (D),D,AL07,AL07,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,AL,07,1,1
2012,N00030623,21150,813.4615384615385,26,1.0,26,23,23,10,15,2012,H0CA15171,N00030623,S Joseph Simitian (D),D,CA19,    , ,Y,C,DN, ,0,0,1,0,0,0,1,0,Democrat,NonIncumbent,CA,19,1,0
2012,N00030642,384241,840.7899343544858,657,1.437636761487965,457,161,234,306,101,2012,H0FL02086,N00030642,Alfred Lawson Jr (D),D,FL02,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,FL,02,1,0
2012,N00030645,273948,817.755223880597,393,1.173134328358209,335,153,167,261,52,2012,H0FL12101,N00030645,Dennis Ross (R),R,FL15,FL12,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,FL,15,1,1
2012,N00030650,154520,872.9943502824859,202,1.1412429378531073,177,44,55,113,45,2012,H0FL17068,N00030650,Frederica Wilson (D),D,FL24,FL17,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,FL,24,1,1
2012,N00030667,885617,1265.1671428571428,993,1.4185714285714286,700,374,420,529,165,2012,H0IL11052,N00030667,Adam Kinzinger (R),R,IL16,IL11,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,IL,16,1,1
2012,N00030668,1180010,1275.6864864864865,1470,1.5891891891891892,925,414,492,630,236,2012,H0IL17059,N00030668,Bobby Schilling (R),R,IL17,IL17,Y,Y,I,RL, ,1,1,0,0,0,1,0,0,Republican,Lose,IL,17,1,0
2012,N00030670,1279282,1581.3127317676144,1463,1.80840543881335,809,616,644,609,170,2012,H0IN09070,N00030670,Todd Young (R),R,IN09,IN09,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,IN,09,1,1
2012,N00030672,84052,923.6483516483516,141,1.5494505494505495,91,64,70,58,25,2012,H0KY04109,N00030672,John Waltz (D),D,KY04,    , ,Y,O,DO, ,0,0,0,1,0,0,1,0,Democrat,Open Seat,KY,04,1,0
2012,N00030673,490852,1233.2964824120604,612,1.5376884422110553,398,174,272,269,118,2012,H0MI02094,N00030673,Bill Huizenga (R),R,MI02,MI02,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MI,02,1,1
2012,N00030676,477599,1571.0493421052631,425,1.3980263157894737,304,209,220,241,61,2012,H0MO07113,N00030676,Billy Long (R),R,MO07,MO07,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,MO,07,1,1
2012,N00030693,3519934,3697.409663865546,1352,1.4201680672268908,952,652,716,544,336,2012,H0WA08046,N00030693,Suzan DelBene (D),D,WA01,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,WA,01,1,1
2012,N00030695,13112,728.4444444444445,36,2.0,18,2,6,13,4,2012,H0WI04090,N00030695,Dan Sebring (R),R,WI04,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,WI,04,1,0
2012,N00030716,491124,1419.4335260115606,446,1.2890173410404624,346,187,207,245,88,2012,H0AZ08015,N00030716,Jesse Kelly (R),R,AZ02,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,AZ,02,1,0
2012,N00030717,2268113,1394.9034440344403,3305,2.0325953259532596,1626,1191,1336,861,477,2012,H0CA03078,N00030717,Ami Bera (D),D,CA07,    ,Y,Y,C,DC, ,1,0,1,0,0,0,1,0,Democrat,Challenger,CA,07,1,0
2012,N00030734,13850,1065.3846153846155,59,4.538461538461538,13,4,6,9,4,2012,H0CT02140,N00030734,Daria Novak (R),R,CT02,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,CT,02,1,0
2012,N00030735,545764,1350.90099009901,688,1.702970297029703,404,97,187,304,82,2012,H0CT05119,N00030735,Justin Bernier (R),R,CT05,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,CT,05,1,0
2012,N00030736,549413,944.0085910652921,950,1.6323024054982818,582,384,405,405,142,2012,H0DE01017,N00030736,John Carney (D),D,DE01,DE01,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,DE,01,1,1
2012,N00030742,82080,695.5932203389831,136,1.152542372881356,118,33,45,86,25,2012,H0IN09088,N00030742,Travis Hankins (R),R,IN06,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,IN,06,1,0
2012,N00030744,1134521,1887.7221297836938,827,1.3760399334442597,601,444,453,443,152,2012,H0KS04051,N00030744,Mike Pompeo (R),R,KS04,KS04,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,KS,04,1,1
2012,N00030750,8553,328.96153846153845,44,1.6923076923076923,26,17,21,15,9,2012,H0RI01065,N00030750,John Loughlin (R),R,RI01,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,RI,01,1,0
2012,N00030752,204242,745.4087591240876,340,1.2408759124087592,274,139,149,226,40,2012,H0SC03077,N00030752,Jeff Duncan (R),R,SC03,SC03,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,SC,03,1,1
2012,N00030768,442900,1008.883826879271,581,1.3234624145785876,439,256,268,308,101,2012,H0AL02087,N00030768,Martha Roby (R),R,AL02,AL02,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,AL,02,1,1
2012,N00030770,601100,798.2735723771581,1034,1.3731739707835324,753,412,441,593,137,2012,H0AR01083,N00030770,Rick Crawford (R),R,AR01,AR01,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,AR,01,1,1
2012,N00030771,572740,796.5785813630042,973,1.3532684283727399,719,349,380,539,136,2012,H0AZ01259,N00030771,Paul Gosar (R),R,AZ04,AZ01,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,AZ,04,1,1
2012,N00030776,26380,977.0370370370371,36,1.3333333333333333,27,5,9,18,8,2012,H0CA27101,N00030776,Mark Reed (R),R,CA30,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,CA,30,1,0
2012,N00030780,999177,1145.8451834862385,1219,1.3979357798165137,872,600,626,620,231,2012,H0CO04122,N00030780,Cory Gardner (R),R,CO04,CO04,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,CO,04,1,1
2012,N00030788,531260,1035.5945419103314,731,1.4249512670565303,513,262,297,382,108,2012,H0GA09030,N00030788,Tom Graves (R),R,GA14,GA09,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,GA,14,1,1
2012,N00030795,250,250.0,1,1.0,1,0,0,0,1,2012,S2MI00185,N00030795,RIck Wilson (R),R,MIS2,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,MI,S2,1,0
2012,N00030801,900353,1278.9105113636363,1071,1.5213068181818181,704,365,422,570,113,2012,H0NH01217,N00030801,Frank Guinta (R),R,NH01,NH01,Y,Y,I,RL, ,1,1,0,0,0,1,0,0,Republican,Lose,NH,01,1,0
2012,N00030815,818159,1427.8516579406632,757,1.3211169284467714,573,303,318,415,106,2012,H0TN03254,N00030815,Chuck Fleischmann (R),R,TN03,TN03,Y,Y,I,RW, ,1,1,0,0,0,1,0,0,Republican,Win,TN,03,1,1
2012,N00030818,4447,555.875,13,1.625,8,1,3,4,2,2012,H0TX14119,N00030818,John Gay (R),R,TX14,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,TX,14,1,0
2012,N00030846,79900,1452.7272727272727,89,1.6181818181818182,55,30,34,42,11,2012,S2PA00240,N00030846,Tim Burns (R),R,PAS2,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,PA,S2,1,0
2012,N00030856,1095128,1264.5819861431871,1357,1.5669745958429562,866,429,513,569,188,2012,H0CA10149,N00030856,John Garamendi (D),D,CA03,CA10,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,CA,03,1,1
2012,N00030861,1950,650.0,4,1.3333333333333333,3,2,3,3,0,2012,H0FL06061,N00030861,Michael F Yost (R),R,FL05,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,FL,05,1,0
2012,N00030875,2079641,1370.8905735003295,3614,2.3823335530652603,1517,1072,1309,698,735,2012,H0NH02181,N00030875,Ann Mclane Kuster (D),D,NH02,    ,Y,Y,C,DW, ,1,0,1,0,0,0,1,0,Democrat,Win,NH,02,1,1
