,Cycle,RecipID,TotalGiftAmt,TotalGiftAvg,TotalGiftCount,TotalGiftAvg.1,DonorCount,MultiCycleDonorCount,RepeatDonorCount,MaleDonorCount,FemaleDonorCount,CycleCands_x,FECCandID,CID_x,FirstLastP,Party,DistIDRunFor,DistIDCurr,CurrCand,CycleCand,CRPICO,RecipCodeCands,NoPacs,curr_cand,incumbent,challenger,open_office,nopacs,republican,democrat,other_party,cand_party,cand_status,run_for_state,run_for_district,presidential_year,label,CID_y,CycleCands_y,AmountRank,AmountRankSimple,10M_amt,1M_to_10M_amt,100K_to_1M_amt,10K_to_100K_amt,1K_to_10K_amt,100_to_1K_amt,10_to_100_amt,1_to_10_amt,0_to_1_amt,senate_seat,presidential_seat,house_seat
1730,2010,N00031941,138630,761.7032967032967,224,1.2307692307692308,182,4,33,126,54,2010,H0MI03159,N00031941,Bill Hardiman (R),R,MI03,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,MI,03,0,0,N00031941,2010,0.2037298298210034,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1731,2010,N00031942,360,360.0,1,1.0,1,0,0,1,0,2010,H0MI07085,N00031942,Michael Allen Stahly (R),R,MI07,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,MI,07,0,0,N00031942,2010,0.0001587132237212,3.0,0,0,0,0,0,1,0,0,0,0,0,1
1732,2010,N00031943,23155,890.5769230769231,44,1.6923076923076923,26,7,11,16,8,2010,H0MI12127,N00031943,Donald Cecil Volaric (R),R,MI12,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,MI,12,0,0,N00031943,2010,0.0297413765421395,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1733,2010,N00031945,302651,854.9463276836158,443,1.2514124293785311,354,117,142,199,63,2010,H0MI13398,N00031945,Hansen Clarke (D),D,MI13,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,MI,13,0,1,N00031945,2010,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1
1734,2010,N00031946,2400,2400.0,1,1.0,1,0,0,0,1,2010,H0MN04130,N00031946,Bradford George Lee (R),R,MN04,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,MN,04,0,0,N00031946,2010,0.0091962831688859,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1735,2010,N00031947,50370,787.03125,73,1.140625,64,0,8,49,15,2010,H0MN05111,N00031947,Joel Demos (R),R,MN05,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,MN,05,0,0,N00031947,2010,0.0717322111379317,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1736,2010,N00031948,12241,360.02941176470586,37,1.088235294117647,34,2,4,17,15,2010,H0MO01132,N00031948,Robyn Hamlin (R),R,MO01,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,MO,01,0,0,N00031948,2010,0.0550478931510545,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1737,2010,N00031949,500,500.0,1,1.0,1,0,0,1,0,2010,H0MO03120,N00031949,David Justus Arnold (D),D,MO03,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,MO,03,0,0,N00031949,2010,0.0003768760891718,3.0,0,0,0,0,0,1,0,0,0,0,0,1
1738,2010,N00031951,86721,1126.246753246753,91,1.181818181818182,77,1,5,48,18,2010,H0MS01076,N00031951,Angela McGlowan (R),R,MS01,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,MS,01,0,0,N00031951,2010,0.0714617096720232,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1739,2010,N00031952,11600,2320.0,11,2.2,5,0,3,1,3,2010,H0MS01084,N00031952,Gail Giaramita (3),3,MS01,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,MS,01,0,0,N00031952,2010,0.0095588823029654,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1740,2010,N00031955,9500,558.8235294117648,17,1.0,17,0,0,14,1,2010,H0MS02066,N00031955,Bill Marcy (R),R,MS02,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,MS,02,0,0,N00031955,2010,0.0138533239227946,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1741,2010,N00031958,667139,1007.762839879154,808,1.2205438066465255,662,182,252,481,117,2010,H0MS04120,N00031958,Steven Palazzo (R),R,MS04,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,MS,04,0,1,N00031958,2010,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1
1742,2010,N00031962,34000,1360.0,26,1.04,25,0,1,21,4,2010,H0MT00082,N00031962,Mark French (R),R,MT01,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,MT,01,0,0,N00031962,2010,0.0806551092639509,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1743,2010,N00031966,255,255.0,2,2.0,1,0,1,1,0,2010,H0NC03107,N00031966,Darryl Holloman (L),L,NC03,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,NC,03,0,0,N00031966,2010,0.0008726421551181,3.0,0,0,0,0,0,1,0,0,0,0,0,1
1744,2010,N00031969,0,0.0,2,2.0,1,0,1,0,0,2010,H0NC06134,N00031969,Sam Turner (D),D,NC06,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,NC,06,0,0,N00031969,2010,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1
1745,2010,N00031970,56861,1015.375,58,1.0357142857142858,56,21,23,39,13,2010,H0NC06142,N00031970,Billy Yow (R),R,NC06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NC,06,0,0,N00031970,2010,0.5695041214707091,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1746,2010,N00031971,4850,1212.5,5,1.25,4,0,1,1,3,2010,H0NC06159,N00031971,Jon Mangin (R),R,NC06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NC,06,0,0,N00031971,2010,0.0485762647356349,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1747,2010,N00031973,4339,619.8571428571429,7,1.0,7,1,1,5,2,2010,H0NC06175,N00031973,Jeff Phillips (R),R,NC06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NC,06,0,0,N00031973,2010,0.0434582294201897,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1748,2010,N00031974,1900,380.0,5,1.0,5,0,0,3,2,2010,H0NC07116,N00031974,Jerry Grimes (R),R,NC01,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NC,01,0,0,N00031974,2010,0.0076704144042308,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1749,2010,N00031975,3448,689.6,9,1.8,5,0,3,3,2,2010,H0NC08205,N00031975,Nancy Shakir (D),D,NC08,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,NC,08,0,0,N00031975,2010,0.0101564709209162,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1750,2010,N00031976,17875,1986.111111111111,24,2.6666666666666665,9,0,1,8,1,2010,H0NC08213,N00031976,Lee T Cornelison (R),R,NC08,    , ,Y,C,RC, ,0,0,1,0,0,1,0,0,Republican,Challenger,NC,08,0,0,N00031976,2010,0.0526528183617683,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1751,2010,N00031983,510,510.0,1,1.0,1,0,0,1,0,2010,H0NE01054,N00031983,Stanley E Krauter (D),D,NE01,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,NE,01,0,0,N00031983,2010,0.0015389489883673,3.0,0,0,0,0,0,1,0,0,0,0,0,1
1752,2010,N00031984,11044,552.2,25,1.25,20,0,4,5,10,2010,H0NE01062,N00031984,Ivy Harper (D),D,NE01,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,NE,01,0,0,N00031984,2010,0.0333257894657433,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1753,2010,N00031988,948201,952.9658291457288,1116,1.1216080402010051,995,257,298,726,212,2010,H0NJ03153,N00031988,Jon Runyan (R),R,NJ03,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,NJ,03,0,1,N00031988,2010,0.5634153558746774,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1754,2010,N00031989,471298,3184.445945945946,225,1.5202702702702702,148,0,40,100,37,2010,H0NJ06156,N00031989,Diane Gooch (R),R,NJ06,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NJ,06,0,0,N00031989,2010,0.4777069159848527,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1755,2010,N00031990,1216,405.3333333333333,4,1.3333333333333333,3,0,1,1,2,2010,H0NJ07220,N00031990,Alonzo Lawrence Hosford (R),R,NJ07,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NJ,07,0,0,N00031990,2010,0.0021495340319318,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1756,2010,N00031992,10064,718.8571428571429,14,1.0,14,0,0,9,2,2010,H0NJ09143,N00031992,John Aslanian (R),R,NJ09,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NJ,09,0,0,N00031992,2010,0.018013986614806,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1757,2010,N00031995,250770,858.8013698630137,359,1.2294520547945205,292,0,50,216,64,2010,H0NY02184,N00031995,John Gomez (R),R,NY02,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,NY,02,0,0,N00031995,2010,0.1466229707566779,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1758,2010,N00031996,40437,735.2181818181818,60,1.0909090909090908,55,0,4,42,7,2010,H0NY05062,N00031996,James Milano (R),R,NY05,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,NY,05,0,0,N00031996,2010,0.0564055924351754,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1759,2010,N00031998,1167280,1066.983546617916,1478,1.351005484460695,1094,329,447,839,239,2010,H0NY20095,N00031998,Chris Gibson (R),R,NY20,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,NY,20,0,1,N00031998,2010,0.3635986447596261,3.0,0,1,0,0,0,0,0,0,0,0,0,1
1760,2010,N00031999,-1125,-281.25,4,1.0,4,0,0,2,2,2010,H0NY20103,N00031999,Patrick Zeigler (R),R,NY20,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,NY,20,0,0,N00031999,2010,-0.0003504287534735,2.0,0,0,0,0,0,0,0,0,1,0,0,1
1761,2010,N00032001,5050,631.25,10,1.25,8,0,1,2,3,2010,H0OH03053,N00032001,Rene Louise Oberer (R),R,OH03,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,OH,03,0,0,N00032001,2010,0.0140909915314536,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1762,2010,N00032002,11050,920.8333333333334,15,1.25,12,0,3,10,2,2010,H0OH03061,N00032002,Mark A Macnealy (D),D,OH03,    , ,Y,C,DN, ,0,0,1,0,0,0,1,0,Democrat,NonIncumbent,OH,03,0,0,N00032002,2010,0.0308327636480321,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1763,2010,N00032003,5050,1683.3333333333333,3,1.0,3,0,0,2,1,2010,H0OH06197,N00032003,Richard E Cadle (3),3,OH06,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,OH,06,0,0,N00032003,2010,0.0142531356898517,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1764,2010,N00032004,6300,2100.0,3,1.0,3,0,0,2,1,2010,H0OH13144,N00032004,Christopher Todd Sharkey (R),R,OH13,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,OH,13,0,0,N00032004,2010,0.0060315536420531,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1765,2010,N00032005,3670,734.0,6,1.2,5,0,1,3,2,2010,H0OH18093,N00032005,David Daubenmire (R),R,OH18,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,OH,18,0,0,N00032005,2010,0.0035198029677597,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1766,2010,N00032006,824469,1079.1479057591623,1269,1.6609947643979055,764,348,451,562,137,2010,H0OR04081,N00032006,Art Robinson (R),R,OR04,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,OR,04,0,0,N00032006,2010,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1
1767,2010,N00032007,4240,385.45454545454544,11,1.0,11,0,0,5,1,2010,H0PA02075,N00032007,Rick Hellberg (R),R,PA02,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,PA,02,0,0,N00032007,2010,0.033252815509615,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1768,2010,N00032009,1225,612.5,3,1.5,2,0,1,2,0,2010,H0PA03305,N00032009,Mel M Marin (D),D,PA03,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,PA,03,0,0,N00032009,2010,0.0015882564962932,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1769,2010,N00032010,2400,600.0,6,1.5,4,0,1,3,1,2010,H0PA03313,N00032010,Martha Moore (R),R,PA03,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,PA,03,0,0,N00032010,2010,0.0031116861968193,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1770,2010,N00032011,8051,8051.0,1,1.0,1,1,1,1,0,2010,H0PA07116,N00032011,James D Schneller (I),I,PA07,    ,Y,Y,O,3L, ,1,0,0,1,0,0,0,1,Other,Lose,PA,07,0,0,N00032011,2010,0.0040929747349937,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1771,2010,N00032012,35948,733.6326530612245,58,1.183673469387755,49,0,7,34,14,2010,H0PA10094,N00032012,David Madeira (R),R,PA10,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,PA,10,0,0,N00032012,2010,0.0672589022437096,3.0,0,0,0,1,0,0,0,0,0,0,1,0
1772,2010,N00032014,1349189,1533.1693181818182,1742,1.9795454545454545,880,371,594,640,192,2010,H0PA12132,N00032014,Mark Critz (D),D,PA12,PA12,Y,Y,I,DW, ,1,1,0,0,0,0,1,0,Democrat,Win,PA,12,0,1,N00032014,2010,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0
1773,2010,N00032017,3820,545.7142857142857,7,1.0,7,0,0,4,2,2010,H0PA15119,N00032017,Mat Benol (R),R,PA15,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,PA,15,0,0,N00032017,2010,0.0026262580429152,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1774,2010,N00032018,16269,1016.8125,16,1.0,16,0,0,8,5,2010,H0PA17081,N00032018,Sheila Dow-Ford (D),D,PA17,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,PA,17,0,0,N00032018,2010,0.0407230984498239,3.0,0,0,0,1,0,0,0,0,0,0,1,0
1775,2010,N00032019,1608995,1312.3939641109298,1726,1.4078303425774878,1226,654,763,832,326,2010,H0RI01073,N00032019,David Cicilline (D),D,RI01,    ,Y,Y,O,DW, ,1,0,0,1,0,0,1,0,Democrat,Win,RI,01,0,1,N00032019,2010,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1
1776,2010,N00032020,11830,514.3478260869565,25,1.0869565217391304,23,0,2,13,8,2010,H0SC01287,N00032020,Mark Lutz (R),R,SC01,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,SC,01,0,0,N00032020,2010,0.0138306603409614,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1777,2010,N00032021,186497,1371.3014705882354,168,1.2352941176470589,136,0,26,82,38,2010,H0SC01295,N00032021,Clark Parker (R),R,SC01,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,SC,01,0,0,N00032021,2010,0.2180369113785532,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1778,2010,N00032022,1516912,941.0124069478908,2373,1.4720843672456576,1612,704,871,1041,474,2010,H0SD00054,N00032022,Kristi Noem (R),R,SD01,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,SD,01,0,1,N00032022,2010,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1
1779,2010,N00032025,3500,583.3333333333334,6,1.0,6,0,0,2,3,2010,H0TX25115,N00032025,Sam M Brannon (I),I,TX25,    , ,Y,C,3N, ,0,0,1,0,0,0,0,1,Other,NonIncumbent,TX,25,0,0,N00032025,2010,0.0052631578947368,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1780,2010,N00032026,196131,990.560606060606,241,1.2171717171717171,198,0,24,132,52,2010,H0UT02203,N00032026,Morgan Philpot (R),R,UT02,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,UT,02,0,0,N00032026,2010,0.8206111980452374,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1781,2010,N00032027,12681,975.4615384615385,14,1.0769230769230769,13,0,1,5,7,2010,H0VA02142,N00032027,Jessica Depriest Sandlin (R),R,VA02,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,VA,02,0,0,N00032027,2010,0.0034438136413692,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1782,2010,N00032028,4450,556.25,9,1.125,8,0,1,6,2,2010,H0VA06028,N00032028,Stuart Bain (L),L,VA06,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,VA,06,0,0,N00032028,2010,0.0128427128427128,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1783,2010,N00032029,655520,1043.8216560509554,803,1.2786624203821657,628,235,281,482,110,2010,H0VA09055,N00032029,Morgan Griffith (R),R,VA09,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,VA,09,0,1,N00032029,2010,0.7327987586957809,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1784,2010,N00032030,11960,1328.888888888889,13,1.4444444444444444,9,0,4,6,2,2010,H0VA09063,N00032030,Adam N Light (R),R,VA09,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,VA,09,0,0,N00032030,2010,0.0133699553850401,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1785,2010,N00032031,5910,394.0,18,1.2,15,0,3,8,6,2010,H0WA02155,N00032031,Larry Kalb (D),D,WA02,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,WA,02,0,0,N00032031,2010,0.0077285007754654,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1786,2010,N00032032,8822,2940.6666666666665,21,7.0,3,0,1,2,1,2010,H0WI03076,N00032032,Bruce Francis Evers (R),R,WI03,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,WI,03,0,0,N00032032,2010,0.0139097365002081,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1787,2010,N00032033,1333392,1543.2777777777778,1507,1.744212962962963,864,67,412,640,173,2010,H0WV01106,N00032033,Mike Oliverio (D),D,WV01,    ,Y,Y,O,DL, ,1,0,0,1,0,0,1,0,Democrat,Lose,WV,01,0,0,N00032033,2010,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1
1788,2010,N00032034,15806,1580.6,54,5.4,10,0,2,4,5,2010,H0WV02153,N00032034,Virginia Lynch Graf (D),D,WV02,    ,Y,Y,C,DL, ,1,0,1,0,0,0,1,0,Democrat,Lose,WV,02,0,0,N00032034,2010,0.0232783505154639,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1789,2010,N00032035,1475243,1085.5356880058866,2714,1.997056659308315,1359,0,757,847,409,2010,S0AR00168,N00032035,Bill Halter (D),D,ARS2,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,AR,S2,0,0,N00032035,2010,0.2533579860138515,3.0,0,1,0,0,0,0,0,0,0,1,0,0
1790,2010,N00032036,22100,1841.6666666666667,14,1.1666666666666667,12,0,1,6,3,2010,S0AR00176,N00032036,Daniel Cochcran Morrison (D),D,ARS2,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,AR,S2,0,0,N00032036,2010,0.0037954503027,3.0,0,0,0,1,0,0,0,0,0,1,0,0
1791,2010,N00032039,9000,600.0,15,1.0,15,0,0,9,4,2010,S0MD00283,N00032039,Carmen Amedori (R),R,MDS2,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,MD,S2,0,0,N00032039,2010,0.0043591556799798,3.0,0,0,0,0,1,0,0,0,0,1,0,0
1792,2010,N00032040,1347,1347.0,11,11.0,1,0,1,1,0,2010,S0MO00225,N00032040,Mike Vontz (R),R,MOS1,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,MO,S1,0,0,N00032040,2010,0.0001740956975744,3.0,0,0,0,0,1,0,0,0,0,1,0,0
1793,2010,N00032041,300,300.0,1,1.0,1,0,0,1,0,2010,S0MO00233,N00032041,Michael Arthur Simmons Jr (3),3,MOS1,    , ,Y,O,3L, ,0,0,0,1,0,0,0,1,Other,Lose,MO,S1,0,0,N00032041,2010,3.8774097455333535e-05,3.0,0,0,0,0,0,1,0,0,0,1,0,0
1794,2010,N00032044,40990,640.46875,87,1.359375,64,1,18,41,13,2010,S0ND00101,N00032044,Tracy Potter (D),D,NDS1,    ,Y,Y,O,DL, ,1,0,0,1,0,0,1,0,Democrat,Lose,ND,S1,0,0,N00032044,2010,0.0197045897897632,3.0,0,0,0,1,0,0,0,0,0,1,0,0
1795,2010,N00032051,3229,3229.0,60,60.0,1,0,1,1,0,2010,S0NV00351,N00032051,Jesse Holland (I),I,NVS2,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,NV,S2,0,0,N00032051,2010,0.0002383708045741,3.0,0,0,0,0,1,0,0,0,0,1,0,0
1796,2010,N00032056,1978260,6486.098360655737,539,1.7672131147540984,305,2,118,217,78,2010,S0NY00493,N00032056,David Malpass (R),R,NYS1,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NY,S1,0,0,N00032056,2010,0.1971363971690629,3.0,0,1,0,0,0,0,0,0,0,1,0,0
1797,2010,N00032058,4800,2400.0,2,1.0,2,0,0,1,1,2010,S0NY00519,N00032058,Michael Sepe (R),R,NYS1,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,NY,S1,0,0,N00032058,2010,0.0004783267651428,3.0,0,0,0,0,1,0,0,0,0,1,0,0
1798,2010,N00032061,100,100.0,1,1.0,1,0,0,1,0,2010,S0OR00212,N00032061,Tom Stutzman (R),R,ORS2,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,OR,S2,0,0,N00032061,2010,2.6038716968260105e-05,3.0,0,0,0,0,0,1,0,0,0,1,0,0
1799,2010,N00032062,577924,1111.3923076923077,725,1.3942307692307692,520,3,141,353,142,2010,S0OR00220,N00032062,Jim Huffman (R),R,ORS2,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,OR,S2,0,0,N00032062,2010,0.1504839946516475,3.0,0,0,1,0,0,0,0,0,0,1,0,0
1800,2010,N00032063,13647,6823.5,15,7.5,2,1,1,2,0,2010,S0OR00238,N00032063,Samuel S Carpenter (R),R,ORS2,    , ,Y,C,RN, ,0,0,1,0,0,1,0,0,Republican,NonIncumbent,OR,S2,0,0,N00032063,2010,0.0035535037046584,3.0,0,0,0,1,0,0,0,0,0,1,0,0
1801,2010,N00032071,154682,960.7577639751552,235,1.4596273291925466,161,0,59,119,26,2010,S0SC00180,N00032071,Vic Rawl (D),D,SCS1,    , ,Y,C,DL, ,0,0,1,0,0,0,1,0,Democrat,Lose,SC,S1,0,0,N00032071,2010,0.0819723127096247,3.0,0,0,1,0,0,0,0,0,0,1,0,0
1802,2010,N00032073,47834,854.1785714285714,70,1.25,56,0,11,35,11,2010,H0AR02149,N00032073,John Adams (D),D,AR02,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,AR,02,0,0,N00032073,2010,0.0384949360416222,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1803,2010,N00032074,12940,681.0526315789474,26,1.368421052631579,19,0,4,10,6,2010,H0AR02164,N00032074,Patrick Kennedy (D),D,AR02,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,AR,02,0,0,N00032074,2010,0.0104136068984109,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1804,2010,N00032075,33413,777.046511627907,64,1.4883720930232558,43,0,6,29,8,2010,H0AR03071,N00032075,Mike C Moore (R),R,AR03,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,AR,03,0,0,N00032075,2010,0.0746662554916446,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1805,2010,N00032077,43200,1440.0,30,1.0,30,0,0,20,7,2010,H0IN08189,N00032077,John Lee Smith (R),R,IN08,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,IN,08,0,0,N00032077,2010,0.0894172972793959,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1806,2010,N00032079,366802,742.5141700404859,612,1.2388663967611335,494,0,79,390,90,2010,H0MA10074,N00032079,Joseph Daniel Malone (R),R,MA10,    , ,Y,O,RL, ,0,0,0,1,0,1,0,0,Republican,Lose,MA,10,0,0,N00032079,2010,0.3341197431992246,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1807,2010,N00032086,13271,510.4230769230769,26,1.0,26,0,0,14,11,2010,H0NE01104,N00032086,David L Hunt (R),R,NE01,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,NE,01,0,0,N00032086,2010,0.0400458667149474,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1808,2010,N00032088,354308,929.9422572178478,580,1.5223097112860893,381,192,207,299,71,2010,H0OH06189,N00032088,Bill Johnson (R),R,OH06,    ,Y,Y,C,RW, ,1,0,1,0,0,1,0,0,Republican,Win,OH,06,0,1,N00032088,2010,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1
1809,2010,N00032090,153708,76854.0,16,8.0,2,1,1,2,0,2010,H0OH07104,N00032090,John Anderson (L),L,OH07,    ,Y,Y,C,3L, ,1,0,1,0,0,0,0,1,Other,Lose,OH,07,0,0,N00032090,2010,0.4651320428129189,3.0,0,0,1,0,0,0,0,0,0,0,0,1
1810,2010,N00032091,6350,396.875,16,1.0,16,0,0,13,2,2010,H0OH09100,N00032091,Jackie Lee Smith (R),R,OH09,    , ,Y,C,RL, ,0,0,1,0,0,1,0,0,Republican,Lose,OH,09,0,0,N00032091,2010,0.0431846466679814,3.0,0,0,0,0,1,0,0,0,0,0,0,1
1811,2010,N00032092,43769,810.5370370370371,70,1.2962962962962965,54,0,13,37,13,2010,H0OH17145,N00032092,James J Graham (R),R,OH17,    ,Y,Y,C,RL, ,1,0,1,0,0,1,0,0,Republican,Lose,OH,17,0,0,N00032092,2010,0.1152501224412413,3.0,0,0,0,1,0,0,0,0,0,0,0,1
1812,2010,N00032093,226125,1056.6588785046729,255,1.191588785046729,214,5,30,155,42,2010,H0RI01081,N00032093,William J Lynch (D),D,RI01,    , ,Y,O,DL, ,0,0,0,1,0,0,1,0,Democrat,Lose,RI,01,0,0,N00032093,2010,0.1405380377191974,3.0,0,0,1,0,0,0,0,0,0,0,0,1
