,CID,CycleCands,AmountRank,AmountRankSimple
1512,N00030674,2010,4.629135691870621e-05,3.0
1513,N00026425,2010,1.0,1.0
1514,N00031368,2010,0.04198857026005834,3.0
1515,N00032444,2010,0.013592374389822606,3.0
1516,N00027509,2010,1.0,2.0
1517,N00026431,2010,0.9638421005564273,2.0
1518,N00031200,2010,0.08077428286387567,3.0
1519,N00031728,2010,0.02179485243818733,3.0
1520,N00030733,2010,0.007665247047428135,3.0
1521,N00026457,2010,1.0,1.0
1522,N00026460,2010,1.0,1.0
1523,N00030706,2010,0.2109244606376278,3.0
1524,N00030756,2010,0.03182518996710701,3.0
1525,N00027789,2010,0.013071306324743548,3.0
1526,N00026481,2010,1.0,1.0
1527,N00030806,2010,0.09485243880084654,3.0
1528,N00031772,2010,0.07467213251345632,3.0
1529,N00031016,2010,0.04936683739863263,3.0
1530,N00032638,2010,0.04423578887409313,3.0
1531,N00030805,2010,0.028685091175717582,3.0
1532,N00031646,2010,0.00037873106912750964,3.0
1533,N00031226,2010,1.0,1.0
1534,N00026586,2010,0.7113869899619476,3.0
1535,N00031501,2010,0.12591508748260086,3.0
1536,N00031233,2010,1.0,1.0
1537,N00026591,2010,0.6680269803125322,3.0
1538,N00031614,2010,0.08169913642438573,3.0
1539,N00032269,2010,0.008547406702991672,3.0
1540,N00030871,2010,0.007389225866145779,3.0
1541,N00032268,2010,0.0055419193996093345,3.0
1542,N00026595,2010,1.0,1.0
1543,N00026631,2010,1.0,1.0
1544,N00032086,2010,0.04004586671494742,3.0
1545,N00031984,2010,0.0333257894657433,3.0
1546,N00031983,2010,0.0015389489883673561,3.0
1547,N00026686,2010,1.0,1.0
1548,N00031662,2010,0.05402922276222444,3.0
1549,N00031541,2010,0.0052202147596352114,3.0
1550,N00026710,2010,1.0,1.0
1551,N00031550,2010,0.005957930004836437,3.0
1552,N00026790,2010,1.0,1.0
1553,N00028444,2010,0.7256330444271518,3.0
1554,N00030693,2010,1.0,1.0
1555,N00026885,2010,0.418195969428481,3.0
1556,N00030990,2010,0.017345475482175146,3.0
1557,N00026914,2010,1.0,1.0
1558,N00030695,2010,0.17769491166825346,3.0
1559,N00032117,2010,0.027213582989527134,3.0
1560,N00032611,2010,0.006259035932155576,3.0
1561,N00030844,2010,1.0,2.0
1562,N00026926,2010,0.9540600297917174,2.0
1563,N00030858,2010,0.1730997399712463,3.0
1564,N00031084,2010,0.10416616927300944,3.0
1565,N00031194,2010,0.10048061202775715,3.0
1566,N00030720,2010,0.0334051310264648,3.0
1567,N00031036,2010,0.01227481042813916,3.0
1568,N00031037,2010,0.00767214578218829,3.0
1569,N00031085,2010,0.003970498933414992,3.0
1570,N00027848,2010,1.0,1.0
1571,N00028946,2010,0.5272534066758344,3.0
1572,N00031477,2010,0.42034004250531315,3.0
1573,N00026933,2010,0.22971621452681584,3.0
1574,N00030998,2010,0.012189023627953495,3.0
1575,N00031737,2010,0.007819727465933242,3.0
1576,N00026961,2010,1.0,1.0
1577,N00027035,2010,1.0,1.0
1578,N00031512,2010,0.3606588482267213,3.0
1579,N00031974,2010,0.007670414404230839,3.0
1580,N00031115,2010,0.0010092650531882683,3.0
1581,N00027060,2010,1.0,1.0
1582,N00032482,2010,0.0932964394866999,3.0
1583,N00032605,2010,0.007844120284224024,3.0
1584,N00027594,2010,1.0,1.0
1585,N00027229,2010,0.5145149633496857,3.0
1586,N00031300,2010,0.011820466692416784,3.0
1587,N00031532,2010,0.011808112449770012,3.0
1588,N00031530,2010,0.009901562121310669,3.0
1589,N00031529,2010,0.0013716842938696432,3.0
1590,N00031407,2010,0.00033320119138502326,3.0
1591,N00027459,2010,1.0,1.0
1592,N00029251,2010,0.060362682785901595,3.0
1593,N00031869,2010,0.008889283968176363,3.0
1594,N00027462,2010,1.0,1.0
1595,N00032569,2010,0.021432683230099704,3.0
1596,N00029849,2010,0.0029933915125837573,3.0
1597,N00027464,2010,1.0,1.0
1598,N00031610,2010,0.28388563616625817,3.0
1599,N00032255,2010,0.0036811579979528076,3.0
1600,N00031480,2010,0.0028108000148072774,3.0
1601,N00032418,2010,0.0010339267435784197,3.0
1602,N00027467,2010,1.0,1.0
1603,N00029079,2010,0.6575327114896291,3.0
1604,N00031389,2010,0.04141645428940455,3.0
1605,N00031390,2010,0.028535186079450277,3.0
1606,N00031837,2010,0.023105413829514393,3.0
1607,N00031754,2010,0.008317948978625181,3.0
1608,N00031753,2010,0.0051294018701521955,3.0
1609,N00027493,2010,1.0,1.0
1610,N00030938,2010,0.3718772575035441,3.0
1611,N00030797,2010,0.17625889325456323,3.0
1612,N00031393,2010,0.0010087233881311537,3.0
1613,N00030415,2010,0.00012932351129886586,3.0
1614,N00030759,2010,1.0,1.0
1615,N00027510,2010,0.90584490506698,3.0
1616,N00031364,2010,0.11829455999657428,3.0
1617,N00030640,2010,0.007577037176251163,3.0
1618,N00031310,2010,0.0004829320398050192,3.0
1619,N00031363,2010,7.929918551806555e-06,3.0
1620,N00031472,2010,1.0,1.0
1621,N00027514,2010,0.9439382509642374,3.0
1622,N00031210,2010,0.07045377690228509,3.0
1623,N00027843,2010,0.06698701501396401,3.0
1624,N00032443,2010,0.04126534444147534,3.0
1625,N00031733,2010,0.004866709390289756,3.0
1626,N00030922,2010,-0.00032397433744883215,2.0
1627,N00029131,2010,1.0,1.0
1628,N00027515,2010,0.7632802860999197,3.0
1629,N00029665,2010,0.00196400810996728,3.0
1630,N00027523,2010,1.0,1.0
1631,N00032334,2010,0.004325130499627144,3.0
1632,N00027526,2010,1.0,1.0
1633,N00030062,2010,0.3634579693927076,3.0
1634,N00031247,2010,0.32703138932469494,3.0
1635,N00031767,2010,0.057402782100006614,3.0
1636,N00031015,2010,0.042020126447364387,3.0
1637,N00032351,2010,0.02539589376615461,3.0
1638,N00032352,2010,0.01586154964937542,3.0
1639,N00030968,2010,1.0,1.0
1640,N00027618,2010,0.8965404968405326,3.0
1641,N00027529,2010,0.19537586174273838,3.0
1642,N00031432,2010,0.18332651433893227,3.0
1643,N00031431,2010,0.09832252737734104,3.0
1644,N00030696,2010,0.05357640898239716,3.0
1645,N00027550,2010,1.0,1.0
1646,N00030949,2010,0.9035655326699067,3.0
1647,N00032349,2010,0.5793921160225256,3.0
1648,N00032485,2010,0.0004628558204119417,3.0
1649,N00027565,2010,1.0,2.0
1650,N00030635,2010,0.9582653053191741,2.0
1651,N00027566,2010,1.0,1.0
1652,N00031203,2010,0.9233516559190704,3.0
1653,N00030609,2010,0.7030856140840299,3.0
1654,N00030735,2010,0.19685361017844155,3.0
1655,N00031091,2010,0.011428417375179705,3.0
1656,N00031090,2010,0.0005860726859066516,3.0
1657,N00031313,2010,0.0003809472458393235,3.0
1658,N00027623,2010,1.0,1.0
1659,N00030678,2010,0.0842817839338232,3.0
1660,N00032694,2010,0.026839188275222563,3.0
1661,N00027626,2010,1.0,1.0
1662,N00030985,2010,0.06641477531954153,3.0
1663,N00030174,2010,0.008669179674127435,3.0
1664,N00032235,2010,0.005631802853995195,3.0
1665,N00027649,2010,1.0,1.0
1666,N00030870,2010,0.8332182633320614,3.0
1667,N00030743,2010,0.6980580182521016,3.0
1668,N00030542,2010,0.42217332987910633,3.0
1669,N00031228,2010,0.157825419452488,3.0
1670,N00030932,2010,0.06874847654550072,3.0
1671,N00031385,2010,0.03450313369007161,3.0
1672,N00030671,2010,0.03160872966547173,3.0
1673,N00030598,2010,0.020419076011286643,3.0
1674,N00031838,2010,1.0,1.0
1675,N00027655,2010,0.8498597901460025,3.0
1676,N00031397,2010,0.053556214653669436,3.0
1677,N00031515,2010,0.04071822051032249,3.0
1678,N00027664,2010,1.0,1.0
1679,N00031253,2010,0.7897734425839993,3.0
1680,N00031840,2010,0.07389669180424957,3.0
1681,N00031706,2010,0.00010018387731110019,3.0
1682,N00027741,2010,1.0,1.0
1683,N00029495,2010,0.7694646397884997,3.0
1684,N00027686,2010,0.2551308018676844,3.0
1685,N00031897,2010,0.08562991706287444,3.0
1686,N00030120,2010,0.05952497708035733,3.0
1687,N00031134,2010,1.0,1.0
1688,N00027701,2010,0.5046641406913676,3.0
1689,N00030953,2010,0.1226631635832517,3.0
1690,N00031337,2010,0.02098545573044424,3.0
1691,N00032011,2010,0.00409297473499374,3.0
1692,N00031528,2010,0.0027706759788493204,3.0
1693,N00027703,2010,1.0,1.0
1694,N00031777,2010,0.8877303207651663,3.0
1695,N00032012,2010,0.06725890224370969,3.0
1696,N00031649,2010,0.0322692301935368,3.0
1697,N00027751,2010,1.0,1.0
1698,N00032275,2010,0.05707263683409278,3.0
1699,N00032468,2010,0.007360087246124605,3.0
1700,N00029907,2010,0.003963123901759402,3.0
1701,N00029574,2010,1.0,2.0
1702,N00027778,2010,0.9695392974539677,2.0
1703,N00032432,2010,0.0005971444103621456,3.0
1704,N00029573,2010,0.0003872988510603538,3.0
1705,N00027829,2010,1.0,1.0
1706,N00030716,2010,0.5836391079335564,3.0
1707,N00031589,2010,0.3377439912477179,3.0
1708,N00030854,2010,0.061009348823912096,3.0
1709,N00030773,2010,0.0024323150101187006,3.0
1710,N00030992,2010,0.0005627753378340353,3.0
1711,N00027866,2010,1.0,1.0
1712,N00031103,2010,0.7715041833094991,3.0
1713,N00031001,2010,0.31641223973193006,3.0
1714,N00030986,2010,0.1228656164867446,3.0
1715,N00031102,2010,0.10218003074793702,3.0
1716,N00030604,2010,0.05526141616960409,3.0
1717,N00030905,2010,0.036967299371052725,3.0
1718,N00031002,2010,0.01719348422834788,3.0
1719,N00031492,2010,0.0030023351122588195,3.0
1720,N00031382,2010,0.0024320591691482057,3.0
1721,N00031224,2010,0.0014219998369681716,3.0
1722,N00027888,2010,1.0,2.0
1723,N00031124,2010,0.9749331981331809,2.0
1724,N00030804,2010,0.18679998414591048,3.0
1725,N00031638,2010,0.044403836689666104,3.0
1726,N00031639,2010,0.00132447706276568,3.0
1727,N00030197,2010,1.0,1.0
1728,N00027890,2010,0.7773753467446793,3.0
1729,N00027891,2010,1.0,1.0
1730,N00031640,2010,0.2757827349427947,3.0
1731,N00031335,2010,0.07194996954433928,3.0
1732,N00027894,2010,1.0,1.0
1733,N00032354,2010,0.00026954942685279763,3.0
1734,N00030761,2010,1.0,1.0
1735,N00027901,2010,0.7158764852700844,3.0
1736,N00032004,2010,0.006031553642053141,3.0
1737,N00031126,2010,0.0011488673603910744,3.0
1738,N00031249,2010,0.0010531284136918182,3.0
1739,N00027902,2010,1.0,1.0
1740,N00031128,2010,0.6054339236116439,3.0
1741,N00029163,2010,0.1169955652400755,3.0
1742,N00029568,2010,0.09897647582365307,3.0
1743,N00029164,2010,0.05409179492688017,3.0
1744,N00031645,2010,0.013363742384949438,3.0
1745,N00032005,2010,0.003519802967759756,3.0
1746,N00031127,2010,1.0,1.0
1747,N00029161,2010,0.855402472372738,3.0
1748,N00028010,2010,0.038064818847296344,3.0
1749,N00029730,2010,0.00419985826032735,3.0
1750,N00030950,2010,0.0015974540077823773,3.0
1751,N00031705,2010,0.0004434908405836694,3.0
1752,N00028073,2010,1.0,1.0
1753,N00031232,2010,0.7461613537910471,3.0
1754,N00031387,2010,0.12328724556742472,3.0
1755,N00031326,2010,0.04701997324847422,3.0
1756,N00031231,2010,0.01221474102291394,3.0
1757,N00032265,2010,0.009730267218646407,3.0
1758,N00031928,2010,0.0038841972494233733,3.0
1759,N00028133,2010,1.0,1.0
1760,N00028139,2010,1.0,1.0
1761,N00031896,2010,0.04988442543229941,3.0
1762,N00032253,2010,0.005298746573814045,3.0
1763,N00028152,2010,1.0,1.0
1764,N00030668,2010,1.0,1.0
1765,N00028234,2010,0.5779936415115942,3.0
1766,N00028249,2010,1.0,1.0
1767,N00032469,2010,0.1427067752479087,3.0
1768,N00029524,2010,0.006161554607624077,3.0
1769,N00028257,2010,1.0,1.0
1770,N00031947,2010,0.07173221113793177,3.0
1771,N00031392,2010,0.048976423927826314,3.0
1772,N00029688,2010,0.015992708578101523,3.0
1773,N00028686,2010,0.004846232171975021,3.0
1774,N00028328,2010,1.0,2.0
1775,N00031129,2010,0.9747488092726849,2.0
1776,N00030765,2010,0.8569039979571671,3.0
1777,N00032385,2010,0.30660478955490666,3.0
1778,N00032384,2010,0.15682073031275326,3.0
1779,N00031250,2010,0.14073675211777376,3.0
1780,N00032639,2010,0.04951649254477024,3.0
1781,N00028595,2010,0.044000843778796726,3.0
1782,N00032386,2010,0.005662199820141888,3.0
1783,N00032434,2010,0.0026090528583006737,3.0
1784,N00030951,2010,0.001868525940646823,3.0
1785,N00028463,2010,1.0,1.0
1786,N00029679,2010,1.0,1.0
1787,N00032668,2010,0.14080485629903544,3.0
1788,N00028561,2010,0.004758330401773662,3.0
1789,N00028859,2010,1.0,1.0
1790,N00031579,2010,0.839914812894712,3.0
1791,N00031117,2010,0.4350492506362522,3.0
1792,N00031118,2010,0.37741540201715523,3.0
1793,N00031238,2010,0.31701856913940996,3.0
1794,N00031034,2010,0.07130443491375248,3.0
1795,N00031976,2010,0.05265281836176831,3.0
1796,N00031975,2010,0.010156470920916203,3.0
1797,N00031396,2010,0.0002945612216042982,3.0
1798,N00028958,2010,1.0,1.0
1799,N00032101,2010,0.06835916343372503,3.0
1800,N00032102,2010,0.003145347974179261,3.0
1801,N00028986,2010,1.0,1.0
1802,N00032245,2010,0.13794999502920496,3.0
1803,N00029018,2010,1.0,1.0
1804,N00030996,2010,0.1630534291396856,3.0
1805,N00032445,2010,0.013417734611186198,3.0
1806,N00031885,2010,0.006708867305593099,3.0
1807,N00029026,2010,1.0,1.0
1808,N00031234,2010,0.1370395285879366,3.0
1809,N00030872,2010,0.025016524347394306,3.0
1810,N00032671,2010,0.02015415764325288,3.0
1811,N00032422,2010,0.005825444167280552,3.0
1812,N00032421,2010,0.002281762797152788,3.0
1813,N00029070,2010,1.0,1.0
1814,N00031038,2010,0.7780102156033925,3.0
1815,N00032227,2010,0.0691956735017443,3.0
1816,N00031089,2010,0.03183591315893781,3.0
1817,N00031033,2010,0.03133084892957306,3.0
1818,N00031312,2010,0.020872552335992337,3.0
1819,N00030995,2010,0.007847704862578488,3.0
1820,N00029077,2010,1.0,1.0
1821,N00031386,2010,0.12213835096199115,3.0
1822,N00031229,2010,0.03248642541037632,3.0
1823,N00032664,2010,0.022314114434575184,3.0
1824,N00032461,2010,0.002413609114591507,3.0
1825,N00029127,2010,1.0,1.0
1826,N00031466,2010,0.03354683961568869,3.0
1827,N00031700,2010,0.0054054013813886245,3.0
1828,N00031601,2010,0.0022333293133405692,3.0
1829,N00029128,2010,1.0,1.0
1830,N00030780,2010,0.7356840630821224,3.0
1831,N00030583,2010,0.06997227569315947,3.0
1832,N00030638,2010,0.06067955632820772,3.0
1833,N00029139,2010,1.0,1.0
1834,N00031104,2010,0.4423692390184234,3.0
1835,N00030867,2010,0.18094571837900786,3.0
1836,N00031323,2010,0.013195485887113665,3.0
1837,N00031047,2010,0.0034433934600658516,3.0
1838,N00029147,2010,1.0,1.0
1839,N00029146,2010,0.8358164869880577,3.0
1840,N00032271,2010,0.021591182762186745,3.0
1841,N00032272,2010,0.004005581606199266,3.0
1842,N00030936,2010,1.7708141495133803e-05,3.0
1843,N00029258,2010,1.0,1.0
1844,N00032221,2010,0.057278852901142194,3.0
1845,N00029273,2010,1.0,1.0
1846,N00031383,2010,0.048985129526215115,3.0
1847,N00030336,2010,0.0012059857090693474,3.0
1848,N00030868,2010,0.0009379888848317148,3.0
1849,N00029285,2010,1.0,1.0
1850,N00031548,2010,0.03429183424802088,3.0
1851,N00031146,2010,0.018828293125740067,3.0
1852,N00029769,2010,0.010735706605079774,3.0
1853,N00029290,2010,1.0,1.0
1854,N00029891,2010,0.5621500994267126,3.0
1855,N00031678,2010,0.2161870308261597,3.0
1856,N00030965,2010,0.0057147733355399424,3.0
1857,N00032111,2010,0.000517174057514927,3.0
1858,N00029370,2010,1.0,1.0
1859,N00030926,2010,0.42292987136569865,3.0
1860,N00031735,2010,0.38428577092785493,3.0
1861,N00030864,2010,0.2638419231139583,3.0
1862,N00030845,2010,0.03733354290925363,3.0
1863,N00031371,2010,0.03389465694687534,3.0
1864,N00031476,2010,0.024704469631316308,3.0
1865,N00031043,2010,0.01675757730236141,3.0
1866,N00030925,2010,0.012355066922689142,3.0
1867,N00030997,2010,0.008872283301330525,3.0
1868,N00031370,2010,0.005073719746016642,3.0
1869,N00031318,2010,0.0017035123791398325,3.0
1870,N00031475,2010,0.0010726605379870516,3.0
1871,N00030239,2010,9.912374608461203e-05,3.0
1872,N00029377,2010,1.0,1.0
1873,N00030667,2010,0.6499414348807723,3.0
1874,N00030741,2010,0.004860787058640535,3.0
1875,N00030790,2010,0.0024451231870737237,3.0
1876,N00029391,2010,1.0,1.0
1877,N00031391,2010,0.19515701469534572,3.0
1878,N00031331,2010,0.047374907469595266,3.0
1879,N00031509,2010,0.000659753331424447,3.0
1880,N00032686,2010,0.0003298766657122235,3.0
1881,N00029412,2010,1.0,1.0
1882,N00032090,2010,0.4651320428129189,3.0
1883,N00029414,2010,1.0,1.0
1884,N00031647,2010,0.6620021626219068,3.0
1885,N00031131,2010,0.2725512974434905,3.0
1886,N00031525,2010,0.018479526401360843,3.0
1887,N00031524,2010,0.009821259558711036,3.0
1888,N00031404,2010,0.008427483449719041,3.0
1889,N00032010,2010,0.003111686196819338,3.0
1890,N00032009,2010,0.0015882564962932037,3.0
1891,N00029459,2010,1.0,2.0
1892,N00030823,2010,0.9625490771137454,2.0
1893,N00031068,2010,0.5131796293317944,3.0
1894,N00032105,2010,0.015780361585983102,3.0
1895,N00029562,2010,1.0,1.0
1896,N00031241,2010,0.5857704014478446,3.0
1897,N00030944,2010,0.2249814906219151,3.0
1898,N00030673,2010,1.0,1.0
1899,N00030794,2010,0.6180725992395679,3.0
1900,N00031328,2010,0.4819032558485079,3.0
1901,N00031935,2010,0.3148469982037247,3.0
1902,N00030937,2010,0.24069558572637711,3.0
1903,N00029630,2010,0.11790942208755316,3.0
1904,N00031937,2010,0.016981036957634966,3.0
1905,N00031752,2010,0.015519075807063581,3.0
1906,N00031936,2010,0.014155286276403523,3.0
1907,N00029632,2010,1.0,1.0
1908,N00029649,2010,1.0,1.0
1909,N00033011,2010,0.004053843876839406,3.0
1910,N00029662,2010,1.0,1.0
1911,N00031212,2010,0.008402924973209776,3.0
1912,N00029675,2010,1.0,1.0
1913,N00032264,2010,0.01002549339749649,3.0
1914,N00031006,2010,1.0,1.0
1915,N00029692,2010,0.5800593474744362,3.0
1916,N00031951,2010,0.07146170967202321,3.0
1917,N00031625,2010,0.060100648438317604,3.0
1918,N00031755,2010,0.022496335075082547,3.0
1919,N00031952,2010,0.009558882302965479,3.0
1920,N00029736,2010,1.0,1.0
1921,N00031776,2010,0.016292828380919937,3.0
1922,N00032965,2010,0.0004618467195712377,3.0
1923,N00030962,2010,1.0,1.0
1924,N00029784,2010,0.34117028831517643,3.0
1925,N00031422,2010,0.06844990365957816,3.0
1926,N00030963,2010,0.02095156364781907,3.0
1927,N00031555,2010,0.009164764526085238,3.0
1928,N00031263,2010,0.008527383356122811,3.0
1929,N00032027,2010,0.0034438136413692155,3.0
1930,N00029788,2010,1.0,1.0
1931,N00032531,2010,0.176260570890505,3.0
1932,N00029835,2010,1.0,1.0
1933,N00030876,2010,0.7468086358886812,3.0
1934,N00030768,2010,1.0,1.0
1935,N00029838,2010,0.6447936836071293,3.0
1936,N00031455,2010,0.11153937435236352,3.0
1937,N00031844,2010,0.027169930732887808,3.0
1938,N00031887,2010,1.0,1.0
1939,N00029908,2010,0.8733981384160124,3.0
1940,N00031888,2010,0.0404746083649469,3.0
1941,N00032239,2010,0.033855999673227166,3.0
1942,N00032447,2010,0.01101399506777254,3.0
1943,N00031607,2010,0.0053589285935711824,3.0
1944,N00031846,2010,1.0,1.0
1945,N00029917,2010,0.7456143724858567,3.0
1946,N00030910,2010,0.7427841082103306,3.0
1947,N00030769,2010,0.2656858502812635,3.0
1948,N00031845,2010,0.12765036780614453,3.0
1949,N00031714,2010,0.09838774300046477,3.0
1950,N00030645,2010,1.0,1.0
1951,N00030646,2010,0.5304763316411187,3.0
1952,N00029982,2010,0.054801401532462934,3.0
1953,N00031095,2010,0.040322879482207044,3.0
1954,N00031367,2010,0.025959642123379322,3.0
1955,N00030785,2010,0.0005208397666308461,3.0
1956,N00031211,2010,0.00010293276020372452,3.0
1957,N00030026,2010,1.0,1.0
1958,N00030339,2010,1.0,1.0
1959,N00030184,2010,0.692512880326418,3.0
1960,N00031107,2010,0.2481780678175624,3.0
1961,N00032771,2010,0.07269247591805053,3.0
1962,N00032847,2010,0.00749512816669165,3.0
1963,N00032774,2010,0.004545333204649855,3.0
1964,N00032773,2010,-0.00010267298858481713,2.0
1965,N00030191,2010,1.0,1.0
1966,N00031244,2010,0.6496250499777837,3.0
1967,N00031056,2010,0.04716036462068208,3.0
1968,N00031520,2010,0.029510041855720866,3.0
1969,N00031245,2010,0.017854181875345897,3.0
1970,N00031242,2010,0.00940694944222281,3.0
1971,N00030196,2010,1.0,1.0
1972,N00032604,2010,0.07810809160983136,3.0
1973,N00030198,2010,1.0,1.0
1974,N00030245,2010,1.0,1.0
1975,N00030267,2010,1.0,1.0
1976,N00031401,2010,0.8101112919565018,3.0
1977,N00030946,2010,0.3103160201160152,3.0
1978,N00030418,2010,1.0,1.0
1979,N00032478,2010,0.858987757539564,3.0
1980,N00032693,2010,0.2915235891310839,3.0
1981,N00032692,2010,0.0746491489997014,3.0
1982,N00030490,2010,1.0,1.0
1983,N00030581,2010,1.0,1.0
1984,N00030656,2010,0.9144801175488806,3.0
1985,N00030588,2010,0.6072902320771235,3.0
1986,N00030666,2010,0.4054284441668416,3.0
1987,N00030658,2010,0.4049702288004997,3.0
1988,N00030655,2010,0.381277422525765,3.0
1989,N00030599,2010,0.3106482595495666,3.0
1990,N00030586,2010,0.11960956978952811,3.0
1991,N00030603,2010,0.07423344920977049,3.0
1992,N00030657,2010,0.033086221284743735,3.0
1993,N00030596,2010,0.029438417390681076,3.0
1994,N00031220,2010,0.026684005467866048,3.0
1995,N00030663,2010,0.013632547114267137,3.0
1996,N00031098,2010,0.012361575441704254,3.0
1997,N00030600,2010,1.0,1.0
1998,N00030628,2010,0.49255089019455306,3.0
1999,N00030630,2010,0.19837110433257588,3.0
2000,N00030629,2010,0.05981602418435796,3.0
2001,N00030724,2010,0.009041838120389516,3.0
2002,N00030631,2010,0.0046730949017681055,3.0
2003,N00030721,2010,0.0003412014385052647,3.0
2004,N00030608,2010,1.0,1.0
2005,N00030829,2010,0.32527134639867056,3.0
2006,N00031164,2010,0.1830532929678354,3.0
2007,N00031163,2010,0.12223939932511312,3.0
2008,N00031349,2010,0.028303629733952607,3.0
2009,N00030830,2010,0.0038175313220590863,3.0
2010,N00031030,2010,0.0028702340064556487,3.0
2011,N00032735,2010,0.0016421101134172368,3.0
2012,N00031029,2010,1.1625048193510744e-05,3.0
2013,N00031565,2010,-3.564374280820236e-05,2.0
2014,N00031213,2010,1.0,1.0
2015,N00030647,2010,0.33168577617438366,3.0
2016,N00030739,2010,0.30991443986543155,3.0
2017,N00030650,2010,0.3096558006500212,3.0
2018,N00031886,2010,0.2124588031470307,3.0
2019,N00030648,2010,0.16579344235483398,3.0
2020,N00030649,2010,0.1656298910862657,3.0
2021,N00030738,2010,0.12610183158403207,3.0
2022,N00030862,2010,0.10073046560764051,3.0
2023,N00030682,2010,1.0,1.0
2024,N00031998,2010,0.3635986447596261,3.0
2025,N00030681,2010,0.219809472665467,3.0
2026,N00031999,2010,-0.00035042875347352767,2.0
2027,N00030956,2010,1.0,1.0
2028,N00030815,2010,0.6465869855561867,3.0
2029,N00030814,2010,0.134106311294898,3.0
2030,N00030684,2010,0.12828421487590516,3.0
2031,N00030847,2010,0.08586121991646019,3.0
2032,N00032503,2010,0.05868369859430883,3.0
2033,N00030685,2010,0.0508698323477658,3.0
2034,N00030955,2010,0.03404734747949034,3.0
2035,N00032499,2010,0.03150308205875024,3.0
2036,N00032497,2010,0.01786557178651075,3.0
2037,N00030881,2010,0.004255918434936293,3.0
2038,N00030744,2010,1.0,1.0
2039,N00030933,2010,0.8183348511952265,3.0
2040,N00031230,2010,0.06646412553205708,3.0
2041,N00031106,2010,0.025971730765725887,3.0
2042,N00030987,2010,0.02056431325355768,3.0
2043,N00030708,2010,0.010120061126848151,3.0
2044,N00032582,2010,0.0012481629636911602,3.0
2045,N00030856,2010,1.0,1.0
2046,N00030709,2010,0.39786640517345345,3.0
2047,N00030758,2010,0.30327215789234363,3.0
2048,N00030719,2010,0.1527619891145542,3.0
2049,N00030718,2010,0.03419643227833211,3.0
2050,N00030913,2010,0.015307040348903646,3.0
2051,N00030915,2010,0.010542433666196796,3.0
2052,N00032190,2010,0.010195467494904244,3.0
2053,N00030824,2010,0.0067712771320626395,3.0
2054,N00030774,2010,0.0007611508601004719,3.0
2055,N00030775,2010,0.00024712690263002337,3.0
2056,N00030736,2010,1.0,1.0
2057,N00032415,2010,0.5725530753772328,3.0
2058,N00031884,2010,0.23408786607843152,3.0
2059,N00031883,2010,0.013784241951332758,3.0
2060,N00031729,2010,0.0033856032862922564,3.0
2061,N00031365,2010,0.0028108568236431186,3.0
2062,N00031603,2010,0.0019547828498235054,3.0
2063,N00031467,2010,0.0004393223311974476,3.0
2064,N00031227,2010,1.0,1.0
2065,N00031921,2010,0.6649397261181302,3.0
2066,N00032077,2010,0.08941729727939593,3.0
2067,N00031920,2010,0.04661497574141842,3.0
2068,N00031923,2010,0.014273650047192462,3.0
2069,N00031922,2010,0.013660975973241046,3.0
2070,N00030791,2010,0.0016600155652332302,3.0
2071,N00031011,2010,1.0,1.0
2072,N00031013,2010,0.5138806596161912,3.0
2073,N00030877,2010,0.39293929364089886,3.0
2074,N00030948,2010,0.08335318935840134,3.0
2075,N00031010,2010,0.007702022314518283,3.0
2076,N00031014,2010,0.007125091804067476,3.0
2077,N00031503,2010,1.0,1.0
2078,N00032583,2010,0.5712798528603206,3.0
2079,N00031109,2010,0.5156894102411673,3.0
2080,N00031745,2010,0.04007825866106241,3.0
2081,N00031108,2010,0.028973938898331653,3.0
2082,N00031174,2010,1.0,2.0
2083,N00031172,2010,0.9561828937548553,2.0
2084,N00031173,2010,0.2551490003677723,3.0
2085,N00031281,2010,0.12292458363991458,3.0
2086,N00031283,2010,0.0007009955889852563,3.0
2087,N00031282,2010,0.00030042668099368127,3.0
2088,N00033495,2012,1.0,1.0
2089,N00003878,2012,0.7054428809493563,3.0
2090,N00000010,2012,0.2522334606215952,3.0
2091,N00029024,2012,0.23203329920712615,3.0
2092,N00033615,2012,0.13656710283446796,3.0
2093,N00034264,2012,0.11694235411046429,3.0
2094,N00033887,2012,0.008701248720267231,3.0
2095,N00034299,2012,0.0009341115104956769,3.0
2096,N00033393,2012,0.0007005836328717577,3.0
2097,N00000078,2012,1.0,1.0
2098,N00034644,2012,0.08415363327925608,3.0
2099,N00000133,2012,1.0,1.0
2100,N00034945,2012,0.4761061946902655,3.0
2101,N00035000,2012,0.4311150442477876,3.0
2102,N00000153,2012,1.0,1.0
2103,N00000143,2012,0.3625267547420474,3.0
2104,N00030969,2012,0.3405025278618348,3.0
2105,N00034042,2012,-0.0004220791202302753,2.0
2106,N00000179,2012,1.0,2.0
2107,N00034511,2012,0.0,2.0
2108,N00033812,2012,1.0,1.0
2109,N00000226,2012,0.6498679395153234,3.0
2110,N00030935,2012,0.016848676227650836,3.0
2111,N00034961,2012,0.0039940986993747835,3.0
2112,N00000267,2012,1.0,1.0
2113,N00000270,2012,1.0,1.0
2114,N00033287,2012,0.03424685495740361,3.0
2115,N00034889,2012,0.012354565280448633,3.0
2116,N00031507,2012,0.0010743100243868376,3.0
2117,N00034044,2012,1.0,1.0
