,CID,CycleCands,AmountRank,AmountRankSimple
93,N00031165,2010,1.0,1.0
94,N00031685,2010,0.09197161284121955,3.0
95,N00000581,2010,0.05030694845989484,3.0
96,N00009608,2010,0.037957888135544196,3.0
97,N00031276,2010,0.024141479046881045,3.0
98,N00030907,2010,0.012079429692894873,3.0
99,N00030831,2010,0.004079559094508069,3.0
100,N00027391,2010,0.0010458708382091177,3.0
101,N00012123,2010,0.00020634209508291947,3.0
102,N00030889,2010,0.00013746096861702063,3.0
103,N00032850,2010,9.4339651064558e-05,3.0
104,N00000615,2010,1.0,1.0
105,N00000634,2010,0.15293997230649792,3.0
106,N00031202,2010,0.0015449652479379542,3.0
107,N00032564,2010,0.0004828016399806107,3.0
108,N00000684,2010,1.0,1.0
109,N00032331,2010,0.038370970101936304,3.0
110,N00032333,2010,0.0025362142125542604,3.0
111,N00000716,2010,1.0,1.0
112,N00000743,2010,1.0,1.0
113,N00032320,2010,0.034218510336577884,3.0
114,N00000751,2010,1.0,1.0
115,N00030046,2010,0.10118283468733769,3.0
116,N00000781,2010,1.0,1.0
117,N00031989,2010,0.47770691598485276,3.0
118,N00032322,2010,0.33534498836388993,3.0
119,N00000812,2010,1.0,1.0
120,N00031988,2010,0.5634153558746774,3.0
121,N00030043,2010,0.004629959737413782,3.0
122,N00032801,2010,0.0033678916570407235,3.0
123,N00000826,2010,1.0,2.0
124,N00030037,2010,0.02795471716656736,3.0
125,N00032318,2010,0.0015970614070110996,3.0
126,N00000851,2010,1.0,1.0
127,N00031760,2010,0.005876754969649404,3.0
128,N00031634,2010,1.0,2.0
129,N00000860,2010,0.9707753937178266,2.0
130,N00030710,2010,0.053323115933542775,3.0
131,N00000898,2010,1.0,1.0
132,N00031517,2010,0.4425848146733981,3.0
133,N00031633,2010,0.4145595576485229,3.0
134,N00032324,2010,0.008573388203017833,3.0
135,N00031990,2010,0.0021495340319318936,3.0
136,N00000939,2010,1.0,1.0
137,N00032600,2010,0.0382232963866213,3.0
138,N00000964,2010,1.0,1.0
139,N00027991,2010,0.07688036824648885,3.0
140,N00031402,2010,0.07406060966210087,3.0
141,N00000962,2010,0.07262626139045558,3.0
142,N00030947,2010,0.06209003535767531,3.0
143,N00032481,2010,0.0221968599308227,3.0
144,N00001003,2010,1.0,1.0
145,N00032345,2010,0.04509313316652766,3.0
146,N00032346,2010,0.03972013715132981,3.0
147,N00001024,2010,1.0,1.0
148,N00008661,2010,0.010951732891785351,3.0
149,N00032347,2010,0.006188790886216653,3.0
150,N00031637,2010,0.006127509721559017,3.0
151,N00027658,2010,1.0,1.0
152,N00032056,2010,0.1971363971690629,3.0
153,N00001025,2010,0.16016333264607077,3.0
154,N00031690,2010,0.05691650038998579,3.0
155,N00032627,2010,0.011086219296279684,3.0
156,N00032058,2010,0.0004783267651428538,3.0
157,N00032626,2010,0.0001993028188095224,3.0
158,N00030614,2010,7.47385570535709e-05,3.0
159,N00001193,2010,1.0,1.0
160,N00001061,2010,0.0012233732805488542,3.0
161,N00032868,2010,0.00030584332013721354,3.0
162,N00001082,2010,1.0,1.0
163,N00028305,2010,0.22404704146628648,3.0
164,N00001093,2010,1.0,1.0
165,N00031765,2010,0.01028167212590978,3.0
166,N00032541,2010,0.006542868670099373,3.0
167,N00031448,2010,0.0021865877770715077,3.0
168,N00032744,2010,0.0009355605480358948,3.0
169,N00032901,2010,1.8688784419414597e-05,3.0
170,N00001102,2010,1.0,1.0
171,N00031059,2010,0.1359259486801417,3.0
172,N00001110,2010,1.0,1.0
173,N00032601,2010,0.19202648139391074,3.0
174,N00001127,2010,1.0,1.0
175,N00001143,2010,1.0,1.0
176,N00031996,2010,0.05640559243517548,3.0
177,N00030367,2010,0.043227967197519306,3.0
178,N00001157,2010,0.011100618359401699,3.0
179,N00001148,2010,1.0,1.0
180,N00031009,2010,0.5755591939546599,3.0
181,N00032702,2010,0.42965491183879095,3.0
182,N00031522,2010,0.047753148614609574,3.0
183,N00031766,2010,0.0006045340050377833,3.0
184,N00001171,2010,1.0,1.0
185,N00032802,2010,0.18781021203765333,3.0
186,N00001222,2010,1.0,1.0
187,N00029566,2010,0.6647588917855355,3.0
188,N00001311,2010,1.0,1.0
189,N00032803,2010,0.0412860464190906,3.0
190,N00001373,2010,1.0,1.0
191,N00031650,2010,0.11154138299012549,3.0
192,N00032014,2010,1.0,1.0
193,N00030846,2010,0.6151799340196221,3.0
194,N00029577,2010,0.5886350985666204,3.0
195,N00001408,2010,0.3339413529164557,3.0
196,N00030879,2010,0.017076925471524004,3.0
197,N00031136,2010,0.010682713837720289,3.0
198,N00001469,2010,1.0,1.0
199,N00031707,2010,0.6760349734545172,3.0
200,N00026117,2010,0.1609499803505856,3.0
201,N00031779,2010,0.07876035974698563,3.0
202,N00032018,2010,0.04072309844982391,3.0
203,N00031340,2010,0.02407491307950128,3.0
204,N00001489,2010,1.0,1.0
205,N00028049,2010,0.9297434280547968,3.0
206,N00001604,2010,0.2967838019434608,3.0
207,N00026303,2010,0.02206193037347183,3.0
208,N00030619,2010,0.010841400494721801,3.0
209,N00030841,2010,0.002534913494212106,3.0
210,N00031291,2010,0.0020129211417210593,3.0
211,N00030897,2010,8.481358507476209e-05,3.0
212,N00031694,2010,6.799553942027834e-05,3.0
213,N00001509,2010,1.0,1.0
214,N00025495,2010,0.6873169806163648,3.0
215,N00031135,2010,0.467347418058399,3.0
216,N00031255,2010,0.04074955186372942,3.0
217,N00001579,2010,1.0,1.0
218,N00031338,2010,0.18540721531287174,3.0
219,N00030810,2010,0.018652079118362093,3.0
220,N00031137,2010,0.009029592740346792,3.0
221,N00001619,2010,1.0,1.0
222,N00031774,2010,0.022092908570864978,3.0
223,N00031133,2010,1.0,1.0
224,N00030749,2010,0.7222566341516694,3.0
225,N00025025,2010,0.5805448064090732,3.0
226,N00030809,2010,0.07757931257426563,3.0
227,N00031254,2010,0.06150165189478599,3.0
228,N00031064,2010,0.0216179405962948,3.0
229,N00031527,2010,0.00860876519490306,3.0
230,N00001629,2010,0.007309826849759308,3.0
231,N00031526,2010,0.0,2.0
232,N00026871,2010,1.0,1.0
233,N00001633,2010,0.9275074897675007,3.0
234,N00001692,2010,1.0,1.0
235,N00032766,2010,0.18197632683430356,3.0
236,N00031882,2010,0.07335642314080766,3.0
237,N00001725,2010,1.0,1.0
238,N00031427,2010,0.2057472590882862,3.0
239,N00031679,2010,0.02994422004231583,3.0
240,N00010226,2010,0.0014002692825543373,3.0
241,N00001746,2010,1.0,1.0
242,N00032007,2010,0.033252815509615084,3.0
243,N00031439,2010,1.0,2.0
244,N00001758,2010,0.97531157313721,2.0
245,N00031167,2010,0.01552137139113046,3.0
246,N00004231,2010,0.00620017429506664,3.0
247,N00001762,2010,1.0,1.0
248,N00027227,2010,0.04105411027133417,3.0
249,N00031836,2010,1.0,1.0
250,N00001783,2010,0.8370352542951858,3.0
251,N00030231,2010,0.020820297033546313,3.0
252,N00001806,2010,1.0,1.0
253,N00031623,2010,0.48283357841570235,3.0
254,N00032286,2010,0.008420645551638049,3.0
255,N00030939,2010,0.000779689402929449,3.0
256,N00001811,2010,1.0,1.0
257,N00030960,2010,0.029494389804682088,3.0
258,N00027943,2010,0.009951516830585953,3.0
259,N00031547,2010,0.00046174447060996445,3.0
260,N00001813,2010,1.0,1.0
261,N00001817,2010,1.0,1.0
262,N00030784,2010,0.7710168549731432,3.0
263,N00031209,2010,0.0021115021300240787,3.0
264,N00001821,2010,1.0,1.0
265,N00031051,2010,0.17159950546564845,3.0
266,N00029527,2010,0.004632181920789689,3.0
267,N00031751,2010,0.0012395979788028745,3.0
268,N00001861,2010,1.0,1.0
269,N00031307,2010,0.13430305546494273,3.0
270,N00031360,2010,0.1102082777300001,3.0
271,N00031876,2010,0.09578106620009291,3.0
272,N00030919,2010,0.07245732135266847,3.0
273,N00031875,2010,0.019522948113440686,3.0
274,N00006868,2010,0.004015796289157103,3.0
275,N00001945,2010,1.0,1.0
276,N00030979,2010,0.20405498348364348,3.0
277,N00030760,2010,0.026882428727804632,3.0
278,N00031443,2010,0.006320775735970784,3.0
279,N00032828,2010,0.004757776249382453,3.0
280,N00032039,2010,0.004359155679979851,3.0
281,N00032141,2010,0.0007749610097741958,3.0
282,N00032142,2010,0.00024217531555443617,3.0
283,N00001971,2010,1.0,1.0
284,N00032672,2010,0.01729583639108634,3.0
285,N00032635,2010,0.0017716109051056663,3.0
286,N00002017,2010,1.0,1.0
287,N00030745,2010,0.4984413866935357,3.0
288,N00028646,2010,0.3006517837463396,3.0
289,N00027577,2010,0.14610661544758966,3.0
290,N00002073,2010,1.0,1.0
291,N00031677,2010,0.6264808945163206,3.0
292,N00031347,2010,0.04141403159576158,3.0
293,N00031426,2010,0.015973505724536475,3.0
294,N00030145,2010,0.009910264022814514,3.0
295,N00031268,2010,0.0033535998929524226,3.0
296,N00031267,2010,0.0029270822008312914,3.0
297,N00002083,2010,1.0,1.0
298,N00031556,2010,0.33725662442396315,3.0
299,N00031425,2010,0.1935383064516129,3.0
300,N00031424,2010,0.017317108294930876,3.0
301,N00028361,2010,0.005616359447004608,3.0
302,N00030712,2010,0.0038162442396313364,3.0
303,N00002147,2010,1.0,1.0
304,N00030692,2010,0.3694329414030695,3.0
305,N00029339,2010,1.0,1.0
306,N00031265,2010,0.6780730695685598,3.0
307,N00031151,2010,0.037369453068568904,3.0
308,N00031264,2010,0.025609336966892358,3.0
309,N00031153,2010,0.01941942969165026,3.0
310,N00031423,2010,0.01862191627037961,3.0
311,N00031152,2010,0.01573574041137184,3.0
312,N00031266,2010,0.004084878782825551,3.0
313,N00002167,2010,0.0015039077272990657,3.0
314,N00002171,2010,1.0,1.0
315,N00032029,2010,0.7327987586957809,3.0
316,N00032030,2010,0.013369955385040183,3.0
317,N00032109,2010,0.007641890887302232,3.0
318,N00030964,2010,0.0076318298840860645,3.0
319,N00032108,2010,0.007454085493933774,3.0
320,N00031815,2010,1.0,1.0
321,N00002198,2010,0.5475141760275783,3.0
322,N00031433,2010,0.06236717625282786,3.0
323,N00031271,2010,0.030587411491641285,3.0
324,N00026987,2010,0.0007651137509915874,3.0
325,N00002213,2010,1.0,1.0
326,N00032838,2010,0.2292644329729161,3.0
327,N00031561,2010,0.013513286966669846,3.0
328,N00032841,2010,0.0022908854695325546,3.0
329,N00009802,2010,0.001880508236635938,3.0
330,N00028630,2010,0.0002852776850723133,3.0
331,N00029906,2010,0.000143695426554943,3.0
332,N00032856,2010,0.00013348178104000832,3.0
333,N00032033,2010,1.0,1.0
334,N00031681,2010,0.5398712456651907,3.0
335,N00002214,2010,0.4613751994912224,3.0
336,N00031814,2010,0.01768272196023375,3.0
337,N00031813,2010,0.014511861478094964,3.0
338,N00031270,2010,0.0089283571522853,3.0
339,N00031025,2010,0.005558005447760299,3.0
340,N00002221,2010,1.0,1.0
341,N00024808,2010,0.3226673495507169,3.0
342,N00031446,2010,0.2502954858075951,3.0
343,N00030893,2010,0.09995060092931074,3.0
344,N00031285,2010,0.0031636544483084343,3.0
345,N00031824,2010,0.002641292653520036,3.0
346,N00002361,2010,0.0015821053720747648,3.0
347,N00031286,2010,0.00015761715497697492,3.0
348,N00031445,2010,9.271597351586759e-05,3.0
349,N00002247,2010,1.0,1.0
350,N00031970,2010,0.5695041214707091,3.0
351,N00031628,2010,0.4281722304017307,3.0
352,N00031971,2010,0.04857626473563495,3.0
353,N00031973,2010,0.0434582294201897,3.0
354,N00031969,2010,0.0,2.0
355,N00002260,2010,1.0,1.0
356,N00029633,2010,0.6915901187065949,3.0
357,N00031007,2010,0.1655206494508631,3.0
358,N00031627,2010,0.014521209686796401,3.0
359,N00031513,2010,1.0,1.0
360,N00002269,2010,0.7803834418112522,3.0
361,N00002299,2010,1.0,1.0
362,N00031702,2010,0.02074492840912202,3.0
363,N00027654,2010,0.005954499411394311,3.0
364,N00031966,2010,0.0008726421551181317,3.0
365,N00002327,2010,1.0,1.0
366,N00031119,2010,0.18395928446320384,3.0
367,N00002328,2010,1.0,1.0
368,N00031239,2010,0.023640528917648004,3.0
369,N00031182,2010,0.0017603794059724287,3.0
370,N00031757,2010,1.0,2.0
371,N00002356,2010,0.9639357887526836,2.0
372,N00029278,2010,0.027552426647043462,3.0
373,N00002408,2010,1.0,1.0
374,N00031783,2010,0.11388248071236348,3.0
375,N00032395,2010,0.024163802227151747,3.0
376,N00031782,2010,1.0,1.0
377,N00031780,2010,0.4813584210366331,3.0
378,N00030751,2010,0.24259188679201166,3.0
379,N00032021,2010,0.21803691137855324,3.0
380,N00002428,2010,0.14370441903042747,3.0
381,N00031651,2010,0.11568417926780508,3.0
382,N00031781,2010,0.04627600994217545,3.0
383,N00031409,2010,0.028701835280693425,3.0
384,N00032391,2010,0.015227755785378081,3.0
385,N00032020,2010,0.013830660340961436,3.0
386,N00002444,2010,0.012130763457127292,3.0
387,N00031411,2010,0.010851748882908203,3.0
388,N00032968,2010,0.0018121321663981593,3.0
389,N00030081,2010,0.0006383381695828355,3.0
390,N00032392,2010,0.0006266469943157506,3.0
391,N00030880,2010,1.0,1.0
392,N00002460,2010,0.6415356428648409,3.0
393,N00011798,2010,0.22901274114167336,3.0
394,N00002544,2010,0.06816031804955154,3.0
395,N00030755,2010,0.05807757247721802,3.0
396,N00030085,2010,0.025970254703085893,3.0
397,N00032393,2010,0.01197475721179753,3.0
398,N00030813,2010,0.011076650420912717,3.0
399,N00002472,2010,1.0,1.0
400,N00031292,2010,0.10798234025065143,3.0
401,N00032071,2010,0.08197231270962474,3.0
402,N00032747,2010,0.018514014021175376,3.0
403,N00031293,2010,0.00029146747514444864,3.0
404,N00031412,2010,1.0,1.0
405,N00002492,2010,0.770445850330729,3.0
406,N00030788,2010,1.0,1.0
407,N00031045,2010,0.527604124153986,3.0
408,N00031217,2010,0.24842202247241266,3.0
409,N00031374,2010,0.2237334528999565,3.0
410,N00030787,2010,0.19294765643082448,3.0
411,N00030904,2010,0.09171445790811335,3.0
412,N00031372,2010,0.028739597088806173,3.0
413,N00031739,2010,0.013073313199327773,3.0
414,N00002574,2010,0.0036339606481196767,3.0
415,N00030866,2010,0.00134065194372169,3.0
416,N00030927,2010,0.0007267921296239354,3.0
417,N00002577,2010,1.0,1.0
418,N00032241,2010,0.22585365853658537,3.0
419,N00032451,2010,0.0175609756097561,3.0
420,N00002593,2010,1.0,1.0
421,N00010559,2010,0.08313044455990591,3.0
422,N00031166,2010,0.002330387252328347,3.0
423,N00032818,2010,0.0021913498805941007,3.0
424,N00032243,2010,1.0,1.0
425,N00032416,2010,0.828091526876122,3.0
426,N00013790,2010,0.7423840592679368,3.0
427,N00029986,2010,0.27876756533953784,3.0
428,N00032453,2010,0.17237489356394028,3.0
429,N00032242,2010,0.14222026976456614,3.0
430,N00002599,2010,0.12501152492366432,3.0
431,N00032455,2010,0.027117467445480332,3.0
432,N00002656,2010,1.0,1.0
433,N00031044,2010,1.0,1.0
434,N00002674,2010,0.7527077652500126,3.0
435,N00032240,2010,0.011033667526561458,3.0
436,N00030177,2010,0.002064779888011501,3.0
437,N00031889,2010,0.001290487430007188,3.0
438,N00002713,2010,1.0,1.0
439,N00030861,2010,0.1076242594475923,3.0
440,N00032230,2010,0.07642456821593825,3.0
441,N00032440,2010,0.06251678487622117,3.0
442,N00032439,2010,0.025948868314116025,3.0
443,N00032229,2010,0.0014455172089924378,3.0
444,N00031040,2010,0.0007337650807068213,3.0
445,N00031094,2010,0.0007337650807068213,3.0
446,N00031204,2010,1.0,1.0
447,N00002743,2010,0.8883455976923804,3.0
448,N00030642,2010,0.17564379640357838,3.0
449,N00031834,2010,0.12552738209616107,3.0
450,N00031730,2010,0.04787497169340495,3.0
451,N00030782,2010,0.046213951688612066,3.0
452,N00029975,2010,0.03762303750101684,3.0
453,N00031314,2010,0.03001598360745843,3.0
454,N00031039,2010,0.0058064246626843225,3.0
455,N00032567,2010,0.004781890814592352,3.0
456,N00002782,2010,1.0,1.0
457,N00032233,2010,0.280268068299351,3.0
458,N00002793,2010,1.0,1.0
459,N00030921,2010,0.6497938564697354,3.0
460,N00030737,2010,0.00311480608916274,3.0
461,N00030783,2010,0.0007079104748097136,3.0
462,N00031317,2010,1.0,1.0
463,N00002905,2010,0.0705530453259928,3.0
464,N00029851,2010,0.046864577391031385,3.0
465,N00031042,2010,0.0413923775546239,3.0
466,N00002836,2010,0.024825617018450943,3.0
467,N00031474,2010,0.006225268705234659,3.0
468,N00031041,2010,0.00405585688371349,3.0
469,N00002858,2010,1.0,1.0
470,N00032573,2010,0.00039153007342493975,3.0
471,N00025337,2010,1.0,1.0
472,N00002872,2010,0.5381970644392974,3.0
473,N00031215,2010,0.006233309493658428,3.0
474,N00002884,2010,1.0,1.0
475,N00031734,2010,0.24245135107334664,3.0
476,N00032556,2010,1.0,1.0
477,N00030612,2010,0.5151007720769606,3.0
478,N00002942,2010,0.5104542989679527,3.0
479,N00025692,2010,0.2503816795838979,3.0
480,N00030611,2010,0.014097078825670824,3.0
481,N00031277,2010,0.008592463918449042,3.0
482,N00026931,2010,0.0018563545657188177,3.0
483,N00030699,2010,0.0013244502479982639,3.0
484,N00008957,2010,0.0009425582422482592,3.0
485,N00031350,2010,0.0007137374231394012,3.0
486,N00030973,2010,0.0004426021710872787,3.0
487,N00032536,2010,0.0001996765409973325,3.0
488,N00031438,2010,0.000129917204759541,3.0
489,N00003028,2010,1.0,1.0
490,N00030622,2010,1.0,1.0
491,N00030714,2010,0.22983293556085918,3.0
492,N00030715,2010,0.10087136198362993,3.0
493,N00030909,2010,0.026589354647530875,3.0
494,N00030851,2010,0.011252422674632794,3.0
495,N00031305,2010,0.0038890935592894556,3.0
496,N00003085,2010,0.0032435809133283143,3.0
497,N00032168,2010,0.0013615030994217616,3.0
498,N00031356,2010,0.0001601768352260896,3.0
499,N00003105,2010,1.0,1.0
500,N00030882,2010,0.05189448246175955,3.0
501,N00031539,2010,1.0,1.0
502,N00031538,2010,0.911903015294851,3.0
503,N00032401,2010,0.2473028001690476,3.0
504,N00031260,2010,0.19660830566521506,3.0
505,N00003126,2010,0.11872908989912268,3.0
506,N00032402,2010,0.09055495955437015,3.0
507,N00031537,2010,0.07710323635710883,3.0
508,N00030686,2010,0.041453413673350835,3.0
509,N00030959,2010,0.002968227247478067,3.0
510,N00003132,2010,1.0,1.0
511,N00031652,2010,0.4454703827004484,3.0
512,N00032400,2010,0.14230755271658257,3.0
513,N00032399,2010,0.09300917570434501,3.0
514,N00032510,2010,0.022766040985472625,3.0
515,N00031413,2010,0.02227112705100583,3.0
516,N00032398,2010,0.010310706968058254,3.0
517,N00031259,2010,0.007865832131792282,3.0
518,N00031414,2010,0.007265336557972568,3.0
519,N00031785,2010,0.0032202400002639543,3.0
520,N00032552,2010,0.0011646974591118604,3.0
521,N00032511,2010,0.0008248565574446604,3.0
522,N00032514,2010,0.0008248565574446604,3.0
523,N00030205,2010,0.00026560381149718065,3.0
524,N00003209,2010,1.0,1.0
525,N00003225,2010,1.0,1.0
526,N00032405,2010,0.2682744837709027,3.0
527,N00030883,2010,0.02916350655697218,3.0
528,N00030206,2010,0.02329577400647027,3.0
529,N00032863,2010,0.005133828091200328,3.0
530,N00031141,2010,1.0,1.0
531,N00031540,2010,0.7444603902133808,3.0
532,N00031654,2010,0.357826862054753,3.0
533,N00031656,2010,0.07823634277995997,3.0
534,N00003254,2010,0.030328686990073343,3.0
535,N00031140,2010,0.01718617319753497,3.0
536,N00025226,2010,0.005113294964171678,3.0
537,N00032524,2010,0.0005958972474512978,3.0
538,N00032403,2010,0.00034760672767992373,3.0
539,N00031786,2010,-0.0008938458711769468,2.0
540,N00030957,2010,1.0,1.0
541,N00003264,2010,0.9341982490230435,3.0
542,N00031536,2010,0.29558899157153723,3.0
543,N00030086,2010,0.04049480650257288,3.0
544,N00032505,2010,0.006851782849294651,3.0
545,N00003288,2010,1.0,1.0
546,N00031955,2010,0.013853323922794697,3.0
547,N00031958,2010,1.0,1.0
548,N00003350,2010,0.39053780396589016,3.0
549,N00030942,2010,0.038441764010198776,3.0
550,N00013856,2010,1.0,1.0
551,N00030836,2010,0.8362367016472979,3.0
552,N00030834,2010,0.43577657242259,3.0
553,N00026475,2010,0.31585639665515275,3.0
554,N00003437,2010,0.0557039728289358,3.0
555,N00030837,2010,0.022636399175748976,3.0
556,N00030301,2010,0.001359837590117336,3.0
557,N00030892,2010,0.0011639696019304234,3.0
558,N00031567,2010,0.0005819848009652117,3.0
559,N00003467,2010,1.0,1.0
560,N00003473,2010,1.0,1.0
561,N00030008,2010,0.009614669876321553,3.0
562,N00028039,2010,5.717912504502856e-05,3.0
563,N00031642,2010,1.0,1.0
564,N00003522,2010,0.8877607230538006,3.0
565,N00032091,2010,0.043184646667981476,3.0
566,N00031450,2010,0.020198173323449604,3.0
567,N00032088,2010,1.0,1.0
568,N00003528,2010,0.695361098253497,3.0
569,N00028970,2010,0.14016900549804126,3.0
570,N00032003,2010,0.014253135689851768,3.0
571,N00003545,2010,1.0,1.0
572,N00029229,2010,0.2046385906810734,3.0
573,N00003572,2010,1.0,2.0
574,N00031643,2010,0.9170995094206096,3.0
575,N00031125,2010,0.010047485289170995,3.0
576,N00003675,2010,1.0,1.0
577,N00031770,2010,0.019593064955442406,3.0
578,N00003682,2010,1.0,1.0
579,N00030616,2010,0.4904588340578206,3.0
580,N00030615,2010,0.06822563489351079,3.0
581,N00031691,2010,0.0028952215116303916,3.0
582,N00032159,2010,0.0004727782898027269,3.0
583,N00032836,2010,0.0004227728937659,3.0
584,N00030984,2010,3.773134428233301e-05,3.0
585,N00030983,2010,2.2729725471284946e-05,3.0
586,N00029211,2010,1.0,1.0
587,N00003689,2010,0.8472434281248756,3.0
588,N00003845,2010,1.0,1.0
589,N00027575,2010,0.5773287174482983,3.0
590,N00003762,2010,0.45351300344007567,3.0
591,N00031279,2010,0.08508239285825119,3.0
592,N00003897,2010,0.0338381382903525,3.0
593,N00031171,2010,0.019123855367403072,3.0
594,N00032819,2010,0.007241054711340526,3.0
595,N00003884,2010,0.002959637441539977,3.0
596,N00003765,2010,1.0,1.0
597,N00029513,2010,1.0,1.0
598,N00003790,2010,0.09304568303551697,3.0
599,N00031003,2010,0.08674111071375473,3.0
600,N00031384,2010,0.01567102106747781,3.0
601,N00029323,2010,0.0005625494742171522,3.0
602,N00003813,2010,1.0,1.0
603,N00031901,2010,0.0801287458080014,3.0
604,N00003796,2010,0.02718641826193159,3.0
605,N00031900,2010,0.026484659140749937,3.0
606,N00027647,2010,1.0,2.0
607,N00030891,2010,0.9843180548311026,2.0
608,N00031906,2010,0.8165077371577698,3.0
609,N00003844,2010,0.29806668118386026,3.0
610,N00031905,2010,0.08376927115247948,3.0
611,N00003825,2010,0.06444789931144614,3.0
612,N00030670,2010,1.0,1.0
613,N00003875,2010,0.5752205882352941,3.0
614,N00013869,2010,0.13476315045248868,3.0
615,N00030742,2010,0.13294824660633484,3.0
616,N00032920,2010,0.00021210407239819005,3.0
617,N00030007,2010,0.0001414027149321267,3.0
618,N00031741,2010,1.0,1.0
619,N00031909,2010,0.2597352422530625,3.0
620,N00003924,2010,0.12439391890586667,3.0
621,N00024933,2010,0.030783538326954015,3.0
622,N00031908,2010,0.029596902604803393,3.0
623,N00031911,2010,0.013504190479869968,3.0
624,N00026834,2010,0.010638327229978282,3.0
625,N00031910,2010,0.00342054645954814,3.0
626,N00031917,2010,0.002086271176618309,3.0
627,N00031916,2010,0.0010486548242261342,3.0
628,N00003950,2010,1.0,1.0
629,N00030764,2010,0.04337578431561438,3.0
630,N00031943,2010,0.029741376542139503,3.0
631,N00031945,2010,1.0,1.0
