,CycleCands,FECCandID,CID,FirstLastP,Party,DistIDRunFor,DistIDCurr,CurrCand,CycleCand,CRPICO,RecipCodeCands,NoPacs,CycleIndivs,RecipID,Amount,Female,Male,incumbent,label,AmountRank,AmountRankSimple
19,2012,S2HI00114,N00033707,Linda Lingle (R),R,HIS2,    ,Y,Y,O,RL, ,2012.0,N00033707,4309797.0,1091.0,2758.0,0,0,1.0,1
20,2012,S2IN00083,N00003900,Richard E Mourdock (R),R,INS1,    ,Y,Y,O,RL, ,2012.0,N00003900,5880625.0,1496.0,5410.0,0,0,1.0,1
21,2012,S2IN00091,N00026586,Joe Donnelly (D),D,INS1,IN02,Y,Y,O,DW, ,2012.0,N00026586,3307753.0,1127.0,3523.0,0,1,0.562483239451589,3
22,2012,S2IN00109,N00034658,Andy Horning (L),L,INS1,    ,Y,Y,O,3L, ,2012.0,N00034658,1995.0,1.0,4.0,0,0,0.00033924965458603465,3
23,2012,S2MA00170,N00033492,Elizabeth Warren (D),D,MAS1,    ,Y,Y,C,DW, ,2012.0,N00033492,22485898.0,16241.0,19017.0,0,1,1.0,1
24,2012,S2MD00198,N00011393,Rob Sobhani (I),I,MDS1,    ,Y,Y,C,3L, ,2012.0,N00011393,53310.0,8.0,11.0,0,0,0.016352414626806977,3
25,2012,S2MD00370,N00033342,Dan Bongino (R),R,MDS1,    ,Y,Y,C,RL, ,2012.0,N00033342,821607.0,414.0,1109.0,0,0,0.2520213529222848,3
26,2012,S2ME00059,N00033171,Andrew Ian Dodge (L),L,MES1,    ,Y,Y,O,3L, ,2012.0,N00033171,238.0,0.0,1.0,0,0,0.00010903501719134042,3
27,2012,S2ME00083,N00034198,Cynthia Dill (D),D,MES1,    ,Y,Y,O,DL, ,2012.0,N00034198,135007.0,75.0,111.0,0,0,0.061850800697274354,3
28,2012,S2ME00109,N00034580,Angus King (I),I,MES1,    ,Y,Y,O,3W, ,2012.0,N00034580,2182785.0,768.0,1747.0,0,1,1.0,1
29,2012,S2ME00133,N00034582,Charlie Summers (R),R,MES1,    ,Y,Y,O,RL, ,2012.0,N00034582,574762.0,148.0,400.0,0,0,0.26331590147449246,3
30,2012,S2ME00166,N00034770,Steve Woods (I),I,MES1,    ,Y,Y,O,3L, ,2012.0,N00034770,17950.0,2.0,8.0,0,0,0.008223439321783868,3
31,2012,S2MI00193,N00004155,Peter Hoekstra (R),R,MIS2,    ,Y,Y,C,RL, ,2012.0,N00004155,3621642.0,941.0,2932.0,0,0,0.8359223637106434,3
32,2012,S2MN00266,N00034464,Kurt Bills (R),R,MNS2,    ,Y,Y,C,RL, ,2012.0,N00034464,527364.0,169.0,509.0,0,0,0.16160322321459764,3
33,2012,S2MO00429,N00009677,Todd Akin (R),R,MOS2,MO02,Y,Y,C,RL, ,2012.0,N00009677,3178860.0,982.0,2957.0,0,0,0.2673772367755358,3
34,2012,S2MS00124,N00034245,Tom Cramer (3),3,MSS2,    ,Y,Y,C,3L, ,2012.0,N00034245,3375.0,0.0,4.0,0,0,0.0021616836921941763,3
35,2012,S2ND00073,N00031629,Rick Berg (R),R,NDS2,ND01,Y,Y,O,RL, ,2012.0,N00031629,4299999.0,880.0,3046.0,0,0,1.0,1
36,2012,S2ND00099,N00033782,Heidi Heitkamp (D),D,NDS2,    ,Y,Y,O,DW, ,2012.0,N00033782,3101141.0,1876.0,2843.0,0,1,0.7211957491152905,3
37,2012,S2NE00086,N00033082,Russell Paul Anderson (I),I,NES1,    ,Y,Y,O,3L, ,2012.0,N00033082,-4500.0,0.0,2.0,0,0,-0.0011057592364069016,2
38,2012,S2NE00094,N00033443,Deb Fischer (R),R,NES1,    ,Y,Y,O,RW, ,2012.0,N00033443,3077828.0,1090.0,2912.0,0,1,0.7562970531270625,3
39,2012,S2NJ00387,N00000786,Joe Kyrillos (R),R,NJS1,    ,Y,Y,C,RL, ,2012.0,N00000786,4037125.0,841.0,2759.0,0,0,0.4128471139587397,3
40,2012,S2NJ00411,N00034589,Kenneth Del Vecchio (L),L,NJS1,    ,Y,Y,C,3L, ,2012.0,N00034589,2000.0,0.0,2.0,0,0,0.0002045253064786152,3
41,2012,S2NM00088,N00029835,Martin Heinrich (D),D,NMS1,NM01,Y,Y,O,DW, ,2012.0,N00029835,4218569.0,2028.0,3697.0,0,1,0.8841976747354368,3
42,2012,S2NV00183,N00027522,Dean Heller (R),R,NVS1,NVS1,Y,Y,I,RW, ,2012.0,N00027522,4337482.0,1083.0,3313.0,1,1,0.622388665146908,3
43,2012,S2NV00209,N00009818,Shelley Berkley (D),D,NVS1,NV01,Y,Y,C,DL, ,2012.0,N00009818,6969089.0,3514.0,4738.0,0,0,1.0,1
44,2012,S2NY00234,N00028309,Eric Sundwall (L),L,NYS1,    ,Y,Y,C,3L, ,2012.0,N00028309,1862.0,0.0,5.0,0,0,0.00016345233810581387,3
45,2012,S2NY00259,N00034365,Wendy Long (R),R,NYS1,    ,Y,Y,C,RL, ,2012.0,N00034365,642956.0,216.0,418.0,0,0,0.056440741943695846,3
46,2012,S2NY00275,N00034466,John Mangelli (I),I,NYS1,    ,Y,Y,C,3L, ,2012.0,N00034466,26345.0,0.0,22.0,0,0,0.002312648682812925,3
47,2012,S2NY00309,N00034768,Chris Edes (L),L,NYS1,    ,Y,Y,C,3L, ,2012.0,N00034768,250.0,0.0,1.0,0,0,2.1945802645785967e-05,3
48,2012,S2OH00170,N00033174,Josh Mandel (R),R,OHS1,    ,Y,Y,C,RL, ,2012.0,N00033174,16055250.0,2437.0,9584.0,0,0,1.0,1
49,2012,S2OH00204,N00033956,Scott Rupert (I),I,OHS1,    ,Y,Y,C,3L, ,2012.0,N00033956,1219.0,2.0,2.0,0,0,7.592532037806948e-05,3
50,2012,S2PA00224,N00033581,Tom Smith (R),R,PAS2,    ,Y,Y,C,RL, ,2012.0,N00033581,3227421.0,679.0,2791.0,0,0,0.557964268321082,3
51,2012,S2RI00071,N00033176,Barry Hinckley (R),R,RIS1,    ,Y,Y,C,RL, ,2012.0,N00033176,1383612.0,345.0,1122.0,0,0,0.4845017512086176,3
52,2012,S2TN00256,N00034595,Shaun Crowell (L),L,TNS1,    ,Y,Y,C,3L, ,2012.0,N00034595,4055.0,1.0,0.0,0,0,0.0005496026190089587,3
53,2012,S2TX00312,N00033085,Ted Cruz (R),R,TXS2,    ,Y,Y,O,RW, ,2012.0,N00033085,10458339.0,2789.0,8737.0,0,1,1.0,1
54,2012,S2TX00429,N00034214,Paul Sadler (D),D,TXS2,    ,Y,Y,O,DL, ,2012.0,N00034214,310515.0,201.0,296.0,0,0,0.02969066120346644,3
55,2012,S2TX00502,N00031843,John Jay Myers (L),L,TXS2,    ,Y,Y,O,3L, ,2012.0,N00031843,9050.0,3.0,16.0,0,0,0.0008653381765498326,3
56,2012,S2UT00187,N00033784,Bill Barron (I),I,UTS1,    ,Y,Y,C,3L, ,2012.0,N00033784,8300.0,3.0,7.0,0,0,0.0016971461158970858,3
57,2012,S2VA00142,N00033177,Tim Kaine (D),D,VAS1,    ,Y,Y,O,DW, ,2012.0,N00033177,13525638.0,5679.0,10050.0,0,1,1.0,1
58,2012,S2VA00175,N00033345,Kevin Chisholm (I),I,VAS1,    ,Y,Y,O,3L, ,2012.0,N00033345,23225.0,0.0,13.0,0,0,0.0017171093888510103,3
59,2012,S2VA00209,N00034220,Terrence Modglin (I),I,VAS1,    ,Y,Y,O,3L, ,2012.0,N00034220,4131.0,3.0,11.0,0,0,0.00030541997353470497,3
60,2012,S2VT00136,N00034477,John MacGovern (R),R,VTS1,    ,Y,Y,C,RL, ,2012.0,N00034477,70740.0,19.0,96.0,0,0,0.05226202824543206,3
61,2012,S2WA00288,N00033716,Michael Baumgartner (R),R,WAS1,    ,Y,Y,C,RL, ,2012.0,N00033716,467275.0,209.0,616.0,0,0,0.078930401215252,3
62,2012,S2WI00219,N00004367,Tammy Baldwin (D),D,WIS1,WI02,Y,Y,O,DW, ,2012.0,N00004367,7599157.0,6212.0,6433.0,0,1,1.0,1
63,2012,S2WI00235,N00033728,Tommy G Thompson (R),R,WIS1,    ,Y,Y,O,RL, ,2012.0,N00033728,5654314.0,1351.0,4388.0,0,0,0.7440712173731903,3
64,2012,S4VT00033,N00000528,Bernie Sanders (I),I,VTS1,VTS1,Y,Y,I,3W, ,2012.0,N00000528,1353564.0,1303.0,1888.0,1,1,1.0,1
65,2012,S4WV00084,N00002213,John R Raese (R),R,WVS1,    ,Y,Y,C,RL, ,2012.0,N00002213,1235214.0,119.0,314.0,0,0,0.441277245935326,3
66,2012,S6MD03177,N00001955,Ben Cardin (D),D,MDS1,MDS1,Y,Y,I,DW, ,2012.0,N00001955,3260069.0,1000.0,2482.0,1,1,1.0,1
67,2012,S6MN00267,N00027500,Amy Klobuchar (D),D,MNS2,MNS2,Y,Y,I,DW, ,2012.0,N00027500,3263326.0,1705.0,2406.0,1,1,1.0,1
68,2012,S6MO00305,N00027694,Claire McCaskill (D),D,MOS2,MOS2,Y,Y,I,DW, ,2012.0,N00027694,11889045.0,8231.0,8330.0,1,1,1.0,1
69,2012,S6MT00097,N00004645,Denny Rehberg (R),R,MTS1,MT01,Y,Y,C,RL, ,2012.0,N00004645,5491765.0,1299.0,4233.0,0,0,0.7204031439360697,3
70,2012,S6MT00162,N00027605,Jon Tester (D),D,MTS1,MTS1,Y,Y,I,DW, ,2012.0,N00027605,7623183.0,2857.0,6286.0,1,1,1.0,1
71,2012,S6NJ00289,N00000699,Robert Menendez (D),D,NJS1,NJS1,Y,Y,I,DW, ,2012.0,N00000699,9778741.0,1876.0,5827.0,1,1,1.0,1
72,2012,S6OH00163,N00003535,Sherrod Brown (D),D,OHS1,OHS1,Y,Y,I,DW, ,2012.0,N00003535,10663027.0,6441.0,9916.0,1,1,0.6641458090032856,3
73,2012,S6PA00217,N00027503,Bob Casey (D),D,PAS2,PAS2,Y,Y,I,DW, ,2012.0,N00027503,5784279.0,1732.0,4926.0,1,1,1.0,1
74,2012,S6RI00221,N00027533,Sheldon Whitehouse (D),D,RIS1,RIS1,Y,Y,I,DW, ,2012.0,N00027533,2855742.0,995.0,2211.0,1,1,1.0,1
75,2012,S6TN00216,N00027441,Bob Corker (R),R,TNS1,TNS1,Y,Y,I,RW, ,2012.0,N00027441,7378058.0,1418.0,4931.0,1,1,1.0,1
76,2012,S6UT00063,N00009869,Orrin G Hatch (R),R,UTS1,UTS1,Y,Y,I,RW, ,2012.0,N00009869,4890563.0,848.0,3133.0,1,1,1.0,1
77,2012,S8DE00079,N00012508,Tom Carper (D),D,DES1,DES1,Y,Y,I,DW, ,2012.0,N00012508,1318995.0,413.0,1292.0,1,1,1.0,1
78,2012,S8FL00166,N00009926,Bill Nelson (D),D,FLS1,FLS1,Y,Y,I,DW, ,2012.0,N00009926,9358645.0,2844.0,6789.0,1,1,1.0,1
79,2012,S8MD00088,N00014086,Dean Ahmad (L),L,MDS1,    ,Y,Y,C,3L, ,2012.0,N00014086,9500.0,1.0,9.0,0,0,0.0029140487517288743,3
80,2012,S8MI00281,N00004118,Debbie Stabenow (D),D,MIS2,MIS2,Y,Y,I,DW, ,2012.0,N00004118,4332510.0,2717.0,3278.0,1,1,1.0,1
81,2012,S8MI00315,N00008519,Scott Boman (L),L,MIS2,    ,Y,Y,C,3L, ,2012.0,N00008519,4450.0,1.0,9.0,0,0,0.0010271182293866603,3
82,2012,S8MS00196,N00003280,Roger Wicker (R),R,MSS2,MSS2,Y,Y,I,RW, ,2012.0,N00003280,1561283.0,206.0,1345.0,1,1,1.0,1
83,2012,S8NE00067,N00005303,Bob Kerrey (D),D,NES1,    ,Y,Y,O,DL, ,2012.0,N00005303,4069602.0,1387.0,2978.0,0,0,1.0,1
84,2012,S8NM00168,N00006546,Heather A Wilson (R),R,NMS1,    ,Y,Y,O,RL, ,2012.0,N00006546,4771070.0,1677.0,4299.0,0,0,1.0,1
85,2012,S8VA00214,N00009957,George Allen (R),R,VAS1,    ,Y,Y,O,RL, ,2012.0,N00009957,9867114.0,2481.0,7677.0,0,0,0.7295119091609579,3
86,2012,S8WA00194,N00007836,Maria Cantwell (D),D,WAS1,WAS1,Y,Y,I,DW, ,2012.0,N00007836,5920089.0,2755.0,4319.0,1,1,1.0,1
